pmid	cid
24388031	24388031.0
24388031	24388031.0
27402691	N/A
8823236	8823236.0
8823236	8823236.0
8823235	8823235.0
8823235	8823235.0
26616266	N/A
17965519	17965519.0
17965519	17965519.0
31269327	N/A
26780119	N/A
11870684	11870684.0
11870684	11870684.0
23175667	23175667.0
23175667	23175667.0
27566582	N/A
27599351	N/A
24781308	24781308.0
24781308	24781308.0
16818689	16818689.0
16818689	16818689.0
30482948	N/A
29925895	N/A
24879639	24879639.0
24879639	24879639.0
27533851	N/A
22192668	22192668.0
22192668	22192668.0
38707740	N/A
20881950	20881950.0
20881950	20881950.0
20881953	20881953.0
20881953	20881953.0
8004131	8004131.0
8004131	8004131.0
21799461	N/A
31957548	31957548.0
31957548	31957548.0
28844589	N/A
10101295	10101295.0
10101295	10101295.0
19112496	19112496.0
19112496	19112496.0
26780210	N/A
20488759	12399.0
20488759	12399.0
23863877	23863877.0
23863877	23863877.0
39789135	N/A
11313749	11313749.0
11313749	11313749.0
37397079	N/A
23503447	N/A
22717018	22717018.0
22717018	22717018.0
25403995	N/A
25403996	N/A
20849243	450268.0
20849243	450268.0
27206238	N/A
23503455	N/A
32612964	N/A
26944100	N/A
26616421	26616421.0
26616421	26616421.0
27566695	N/A
17146470	N/A
19800676	N/A
19800676	N/A
33759847	N/A
27632229	N/A
23077486	N/A
32088688	32088688.0
32088688	32088688.0
19604081	19604081.0
19604081	19604081.0
26911349	N/A
19604090	N/A
38445694	N/A
23601795	23601795.0
23601795	23601795.0
25141893	25141893.0
25141893	25141893.0
18424454	18424455.0
18424454	18424455.0
25141896	25141896.0
25141896	25141896.0
18162312	18162312.0
18162312	18162312.0
23437966	23437966.0
23437966	23437966.0
33858192	N/A
20456087	N/A
28222112	N/A
19473056	19473056.0
19473056	19473056.0
21996196	N/A
15606441	N/A
40936106	N/A
38904499	N/A
26223287	N/A
22258364	N/A
25141953	25141953.0
25141953	25141953.0
18981587	N/A
18981587	N/A
29205204	29205204.0
29205204	29205204.0
28877533	N/A
30745309	N/A
24322785	N/A
8659683	8659684.0
8659683	8659684.0
19669737	19669737.0
19669737	19669737.0
18457324	18457324.0
18457324	18457324.0
17900275	N/A
16458487	16458487.0
16458487	16458487.0
19047159	19047159.0
19047159	19047159.0
28975866	N/A
16720636	N/A
40313598	N/A
26878724	N/A
34153224	N/A
21537551	N/A
23733010	N/A
17343250	17343250.0
17343250	17343250.0
38773528	N/A
39920408	N/A
23470885	23470885.0
23470885	23470885.0
23733030	23733030.0
23733030	23733030.0
19374892	19374892.0
19374892	19374892.0
25994031	N/A
17081152	17081152.0
17081152	17081152.0
24224579	24224579.0
24224579	24224579.0
20587336	20587336.0
20587336	20587336.0
22422348	22422348.0
22422348	22422348.0
16163667	N/A
28812116	28812116.0
28812116	28812116.0
30188374	N/A
21046104	21046104.0
21046104	21046104.0
21570397	N/A
38216550	N/A
27272046	N/A
40936312	N/A
26977146	N/A
28353407	N/A
18719619	18719619.0
18719619	18719619.0
37430149	N/A
38151046	38151046.0
38151046	38151046.0
23274376	23274376.0
23274376	23274376.0
36873097	N/A
39068558	N/A
18359183	18359183.0
18359183	18359183.0
24060820	24060820.0
24060820	24060820.0
37331863	N/A
26846104	N/A
24322967	N/A
19178400	19178400.0
19178400	19178400.0
37266339	N/A
39068579	N/A
26616742	26616742.0
26616742	26616742.0
27403179	N/A
25469868	25469868.0
25469868	25469868.0
26911666	N/A
37626805	N/A
35431360	N/A
11936707	11936707.0
11936707	11936707.0
30450628	N/A
39101384	N/A
10200020	10200020.0
10200020	10200020.0
24978393	24978393.0
24978393	24978393.0
27763679	N/A
35267552	N/A
17376224	17376224.0
17376224	17376224.0
27173875	N/A
36152308	N/A
31794166	N/A
25240575	25240575.0
25240575	25240575.0
37757956	N/A
15475735	N/A
35169303	N/A
29238301	N/A
23372834	23372834.0
23372834	23372834.0
26387494	N/A
40936486	N/A
19145769	19145769.0
19145769	19145769.0
36742186	36742186.0
36742186	36742186.0
28419121	28419121.0
28419121	28419121.0
32285752	N/A
19440701	19440701.0
19440701	19440701.0
38085693	N/A
20358205	20358205.0
20358205	20358205.0
19375170	19375170.0
19375170	19375170.0
24519753	24519753.0
24519753	24519753.0
40248396	N/A
29369421	29369421.0
29369421	29369421.0
26715213	26715213.0
26715213	26715213.0
24224851	24224851.0
24224851	24224851.0
25863251	N/A
28255319	N/A
29992026	N/A
20128861	20128861.0
20128861	20128861.0
40313950	N/A
33203295	N/A
22389859	N/A
33203301	N/A
16458854	N/A
22094953	22094953.0
22094953	22094953.0
22815852	N/A
30024814	N/A
26780783	N/A
26453102	N/A
39658609	N/A
17671280	N/A
24945780	24945780.0
24945780	24945780.0
24192117	421332.0
24192117	421332.0
24192118	N/A
24192120	N/A
24192121	421336.0
24192121	421336.0
21243006	21243006.0
21243006	21243006.0
28976264	N/A
30647433	N/A
23209099	23209099.0
23209099	23209099.0
15213713	15213713.0
15213713	15213713.0
39920787	N/A
30647443	N/A
39462036	N/A
17245331	17245331.0
17245331	17245331.0
38380703	N/A
31728800	N/A
38315168	N/A
28976288	N/A
28976299	N/A
16917677	16917677.0
16917677	16917677.0
20194480	N/A
11543734	11543734.0
11543734	11543734.0
18687167	N/A
19932356	19932356.0
19932356	19932356.0
36938952	36938952.0
36938952	36938952.0
22324425	10455016.0
22324425	10455016.0
26158282	N/A
36250837	N/A
23241943	23241943.0
23241943	23241943.0
20030680	20030680.0
20030680	20030680.0
24126681	24126681.0
24126681	24126681.0
41133273	41133273.0
41133273	41133273.0
30549211	N/A
12657887	N/A
27698403	27698403.0
27698403	27698403.0
40346857	N/A
17671401	N/A
24126707	24126707.0
24126707	24126707.0
24126708	24126708.0
24126708	24126708.0
40346879	N/A
18195716	18195716.0
18195716	18195716.0
32220422	N/A
21832968	N/A
25339146	N/A
24061200	24061200.0
24061200	24061200.0
18195729	18195729.0
18195729	18195729.0
26125586	N/A
30549267	N/A
21505298	21505298.0
21505298	21505298.0
24257813	24257813.0
24257813	24257813.0
15213846	N/A
12920080	12920080.0
12920080	12920080.0
38741273	N/A
23962907	23962907.0
23962907	23962907.0
17507615	17507615.0
17507615	17507615.0
21505315	21505315.0
21505315	21505315.0
40183079	N/A
29173032	N/A
20456744	20456744.0
20456744	20456744.0
18425130	N/A
23995691	23995691.0
23995691	23995691.0
24192302	N/A
28550450	N/A
28091702	N/A
21734714	N/A
19473722	19473722.0
19473722	19473722.0
28550460	N/A
23831869	23831869.0
23831869	23831869.0
37201212	N/A
38479169	N/A
25175362	25175362.0
25175362	25175362.0
26223945	N/A
21931346	21068720.0
21931346	21068720.0
7284051	7284051.0
7284051	7284051.0
25306451	25306451.0
25306451	25306451.0
16950614	N/A
27338075	N/A
16819548	16819548.0
16819548	16819548.0
26387812	N/A
12920168	N/A
22947179	N/A
28550509	28550509.0
28550509	28550509.0
14656880	N/A
15017333	N/A
34874743	N/A
6432120	6432120.0
6432120	6432120.0
10233211	10233211.0
10233211	10233211.0
10233212	10233212.0
10233212	10233212.0
26191232	26191232.0
26191232	26191232.0
14656901	N/A
12920202	N/A
20194698	20194698.0
20194698	20194698.0
24782221	24782221.0
24782221	24782221.0
18687376	18687376.0
18687376	18687376.0
14755216	N/A
19506579	19506579.0
19506579	19506579.0
16917910	16917910.0
16917910	16917910.0
26518936	N/A
10888602	10888602.0
10888602	10888602.0
8988065	8988065.0
8988065	8988065.0
26518946	N/A
11937185	11937185.0
11937185	11937185.0
8988068	8988068.0
8988068	8988068.0
21898657	21898657.0
21898657	21898657.0
26092968	N/A
23963056	23963056.0
23963056	23963056.0
18982321	18982322.0
18982321	18982322.0
39265714	N/A
40084918	N/A
20620727	20620727.0
20620727	20620727.0
16917943	16917943.0
16917943	16917943.0
27665849	N/A
14624186	14624185.0
14624186	14624185.0
15377847	N/A
26191294	26191294.0
26191294	26191294.0
10823104	10823104.0
10823104	10823104.0
27043265	N/A
38774208	N/A
21636554	21636554.0
21636554	21636554.0
38381003	N/A
22357454	N/A
22455762	22455762.0
22455762	22455762.0
23340505	N/A
25732572	N/A
30221791	N/A
21079520	21079520.0
21079520	21079520.0
20129249	20129249.0
20129249	20129249.0
17049058	N/A
17704420	N/A
41035243	N/A
29926893	N/A
21636598	21636598.0
21636598	21636598.0
18589174	18589174.0
18589174	18589174.0
30713339	N/A
24225276	24225276.0
24225276	24225276.0
29107709	N/A
23602689	23602689.0
23602689	23602689.0
33236485	N/A
24061445	24061445.0
24061445	24061445.0
23963147	23963147.0
23963147	23963147.0
18294285	18294285.0
18294285	18294285.0
24192531	N/A
21931540	21931540.0
21931540	21931540.0
24192532	6332800.0
24192532	6332800.0
40281622	N/A
18294295	18294295.0
18294295	18294295.0
20555294	N/A
9315872	9315872.0
9315872	9315872.0
34350628	N/A
15148588	15148588.0
15148588	15148588.0
18654768	18654768.0
18654768	18654768.0
40379961	N/A
23275066	23275066.0
23275066	23275066.0
15083067	N/A
18294333	18294333.0
18294333	18294333.0
15083071	N/A
39069255	N/A
17999439	17999439.0
17999439	17999439.0
1844820	1844820.0
1844820	1844820.0
25896535	N/A
38741591	N/A
11380317	11380317.0
11380317	11380317.0
23438946	23438946.0
23438946	23438946.0
18785891	18785891.0
18785891	18785891.0
12920424	N/A
20653674	10110.0
20653674	10110.0
20653676	20653676.0
20653676	20653676.0
26125934	N/A
19277427	19277427.0
19277427	19277427.0
22947444	22947444.0
22947444	22947444.0
25994870	N/A
24225399	24225399.0
24225399	24225399.0
26191484	N/A
25372290	N/A
36316809	36316809.0
36316809	36316809.0
15115913	N/A
14624403	14624403.0
14624403	14624403.0
27043475	27043475.0
27043475	27043475.0
40740505	N/A
23799451	23799451.0
23799451	23799451.0
27403931	N/A
24061601	24061601.0
24061601	24061601.0
27010727	N/A
21374656	21374656.0
21374656	21374656.0
10626755	10626755.0
10626755	10626755.0
23996099	N/A
9578184	9578184.0
9578184	9578184.0
1451721	1451721.0
1451721	1451721.0
17016522	17016522.0
17016522	17016522.0
25241292	N/A
22947533	21365901.0
22947533	21365901.0
31401678	N/A
28157649	N/A
8562390	8562391.0
8562390	8562391.0
27567841	27567841.0
27567841	27567841.0
18261733	18261733.0
18261733	18261733.0
35235559	N/A
25372392	N/A
35170024	N/A
23799528	23799528.0
23799528	23799528.0
10823405	10823405.0
10823405	10823405.0
39954158	N/A
29894392	N/A
21735164	N/A
23111421	23111421.0
23111421	23111421.0
23111422	23111422.0
23111422	23111422.0
28485375	28485375.0
28485375	28485375.0
15476481	N/A
20031235	20031235.0
20031235	20031235.0
27469576	N/A
26224397	26224397.0
26224397	26224397.0
38381330	N/A
15116051	N/A
15116052	N/A
15116053	N/A
15116054	N/A
38840095	N/A
38610733	N/A
39954223	N/A
23930673	23930673.0
23930673	23930673.0
18622257	18622257.0
18622257	18622257.0
23996211	23996211.0
23996211	23996211.0
25831219	N/A
19048245	19048245.0
19048245	19048245.0
23930675	23930675.0
23930675	23930675.0
23930676	23930676.0
23930676	23930676.0
36710196	36710196.0
36710196	36710196.0
26847054	N/A
9316174	9316174.0
9316174	9316174.0
21112657	N/A
21112660	N/A
23635803	23635803.0
23635803	23635803.0
23537502	23537502.0
23537502	23537502.0
32024416	N/A
26257249	N/A
19801957	19801957.0
19801957	19801957.0
24684392	24684392.0
24684392	24684392.0
27993963	N/A
34482033	N/A
25536375	N/A
32483200	N/A
37693312	N/A
24815493	985.0
24815493	985.0
37693320	N/A
37824400	N/A
17409936	17409936.0
17409936	17409936.0
19605407	N/A
21047200	21047200.0
21047200	21047200.0
25995169	N/A
21047202	21047202.0
21047202	21047202.0
17180579	17180579.0
17180579	17180579.0
21047201	21047201.0
21047201	21047201.0
21047205	21047205.0
21047205	21047205.0
21047199	21047199.0
21047199	21047199.0
32843687	N/A
25372592	N/A
25798582	N/A
22030266	N/A
37332933	N/A
18458567	18458567.0
18458567	18458567.0
30779340	N/A
24684492	24684492.0
24684492	24684492.0
20195289	N/A
20195289	N/A
20195290	15900.0
20195290	15900.0
20195292	N/A
20195292	N/A
25798622	25798622.0
25798622	25798622.0
19343327	19343327.0
19343327	19343327.0
18261986	18261986.0
18261986	18261986.0
29239269	N/A
17115111	17115111.0
17115111	17115111.0
17049586	17049586.0
17049586	17049586.0
31401974	N/A
27666425	27666425.0
27666425	27666425.0
23898114	23898114.0
23898114	23898114.0
21047300	21047300.0
21047300	21047300.0
17606663	17606663.0
17606663	17606663.0
26847243	N/A
21342230	21342230.0
21342230	21342230.0
25143324	N/A
25143324	N/A
22587422	22587422.0
22587422	22587422.0
19474465	19474465.0
19474465	19474465.0
23570466	23570466.0
23570466	23570466.0
12429347	N/A
23570465	23570465.0
23570465	23570465.0
23570467	23570467.0
23570467	23570467.0
18458677	N/A
27109434	N/A
31664190	N/A
20031551	20031551.0
20031551	20031551.0
11741249	11741249.0
11741249	11741249.0
22390861	22390861.0
22390861	22390861.0
23701583	15120664.0
23701583	15120664.0
16361556	16361556.0
16361556	16361556.0
18655316	18655316.0
18655316	18655316.0
22882391	22882391.0
22882391	22882391.0
24193112	N/A
8530011	8530012.0
8530011	8530012.0
20031582	N/A
20031582	N/A
39528547	N/A
16951398	N/A
29534310	N/A
10758249	10758249.0
10758249	10758249.0
24815731	24815731.0
24815731	24815731.0
18851956	18851956.0
18851956	18851956.0
20031608	20031608.0
20031608	20031608.0
40741000	N/A
20031628	N/A
31402126	N/A
36350097	N/A
23603345	23603345.0
23603345	23603345.0
40315028	N/A
17410198	17410198.0
17410198	17410198.0
39299224	N/A
15739035	15739035.0
15739035	15739035.0
17606812	17606812.0
17606812	17606812.0
16361630	16361630.0
16361630	16361630.0
22718623	N/A
25405601	25405601.0
25405601	25405601.0
7547049	7547049.0
7547049	7547049.0
36055212	N/A
39626927	N/A
15902904	N/A
19638460	19638460.0
19638460	19638460.0
14985404	N/A
21145801	453615.0
21145801	453615.0
21145803	453616.0
21145803	453616.0
21145807	21145807.0
21145807	21145807.0
8825043	8825043.0
8825043	8825043.0
23963862	N/A
28059867	N/A
32090339	N/A
26781925	N/A
20064494	20064494.0
20064494	20064494.0
19376366	19376366.0
19376366	19376366.0
26421491	N/A
29731062	N/A
19802360	N/A
29436156	N/A
39069949	39069949.0
39069949	39069949.0
24062210	24062210.0
24062210	24062210.0
40184070	N/A
15247625	N/A
26323212	N/A
37497103	N/A
21768473	21768473.0
21768473	21768473.0
40511772	N/A
23669020	121940.0
23669020	121940.0
38676765	N/A
25110820	N/A
40282412	N/A
31107373	N/A
18950464	18950464.0
18950464	18950464.0
23505228	23505228.0
23505228	23505228.0
20523342	N/A
10889552	10889552.0
10889552	10889552.0
31041874	N/A
29206869	N/A
36186466	N/A
19474787	19474787.0
19474787	19474787.0
19376484	N/A
24029542	24029542.0
24029542	24029542.0
25930089	N/A
25209194	25209194.0
25209194	25209194.0
14625131	N/A
19704172	19704172.0
19704172	19704172.0
32024945	N/A
22292851	22292851.0
22292851	22292851.0
10692979	10692979.0
10692979	10692979.0
27339126	N/A
20818295	20818295.0
20818295	20818295.0
30222710	N/A
24750455	24750455.0
24750455	24750455.0
19376514	19376514.0
19376514	19376514.0
20621700	20621700.0
20621700	20621700.0
40774024	40774024.0
40774024	40774024.0
12724618	N/A
24521109	24521109.0
24521109	24521109.0
15903128	N/A
32123296	32123296.0
32123296	32123296.0
20392357	20392357.0
20392357	20392357.0
40413606	N/A
24816038	24816038.0
24816038	24816038.0
21637541	21637541.0
21637541	21637541.0
17344938	17344938.0
17344938	17344938.0
30648747	N/A
23144877	N/A
32778670	N/A
21801394	N/A
17541557	17541557.0
17541557	17541557.0
31402421	N/A
23407047	23407047.0
23407047	23407047.0
23407048	23407048.0
23407048	23407048.0
23407049	23407049.0
23407049	23407049.0
23407050	23407050.0
23407050	23407050.0
38676936	N/A
15542732	N/A
27797974	N/A
25602530	25602530.0
25602530	25602530.0
39660002	N/A
24422887	24422887.0
24422887	24422887.0
21244392	N/A
10594793	10594793.0
10594793	10594793.0
24619498	24619498.0
24619498	24619498.0
17934830	N/A
37857778	N/A
40708595	N/A
31599092	N/A
25012726	25012726.0
25012726	25012726.0
19933691	19933691.0
19933691	19933691.0
3582462	3582462.0
3582462	3582462.0
35105285	N/A
15936011	N/A
24717838	24717838.0
24717838	24717838.0
24095246	24095246.0
24095246	24095246.0
28453395	N/A
28715540	28715540.0
28715540	28715540.0
28453396	N/A
24193570	423448.0
24193570	423448.0
17803810	17803810.0
17803810	17803810.0
21965348	N/A
21965348	N/A
23734829	23734829.0
23734829	23734829.0
39135792	N/A
25274942	25274942.0
25274942	25274942.0
22260295	17763100.0
22260295	17763100.0
12069454	12069454.0
12069454	12069454.0
18983505	18983505.0
18983505	18983505.0
18360915	18360915.0
18360915	18360915.0
22686296	22686296.0
22686296	22686296.0
36973144	N/A
22293084	N/A
11446878	11446878.0
11446878	11446878.0
19704415	19704415.0
19704415	19704415.0
17803873	N/A
29239905	N/A
27241063	27241063.0
27241063	27241063.0
21178985	21178985.0
21178985	21178985.0
21178986	21178986.0
21178986	21178986.0
15968882	10606590.0
15968882	10606590.0
22030963	22030963.0
22030963	22030963.0
38775421	N/A
27110018	4720103.0
27110018	4720103.0
37530244	N/A
16034444	16034444.0
16034444	16034444.0
17509004	17509004.0
17509004	17509004.0
21605004	21605004.0
21605004	21605004.0
22850190	22850190.0
22850190	22850190.0
26323598	N/A
34515605	N/A
17083032	17083032.0
17083032	17083032.0
27896475	N/A
25111199	25111199.0
25111199	25111199.0
27175586	N/A
23210659	N/A
28256933	N/A
37202608	N/A
22882994	N/A
25832119	N/A
29043387	N/A
19901119	19901119.0
19901119	19901119.0
19802823	N/A
29502154	N/A
31337162	N/A
21572301	N/A
20622033	20622033.0
20622033	20622033.0
22751958	N/A
40381142	N/A
29076187	N/A
26847964	N/A
17541852	17541852.0
17541852	17541852.0
21441248	21441248.0
21441248	21441248.0
38709992	N/A
27110128	N/A
15608561	N/A
22981363	22981363.0
22981363	22981363.0
25701109	25701109.0
25701109	25701109.0
10234617	10234617.0
10234617	10234617.0
23374588	23374588.0
23374588	23374588.0
15805193	N/A
20130569	20130569.0
20130569	20130569.0
31206155	N/A
16821005	N/A
15608594	15608594.0
15608594	15608594.0
15280927	N/A
27142945	N/A
26618658	N/A
25340733	N/A
11840318	11840318.0
11840318	11840318.0
15149890	N/A
19671875	19671875.0
19671875	19671875.0
31959879	N/A
25963335	N/A
28289864	N/A
27044681	N/A
28289867	N/A
38906700	38906700.0
38906700	38906700.0
20196170	N/A
21900104	21900104.0
21900104	21900104.0
21179214	21179215.0
21179214	21179215.0
39201627	N/A
26061659	N/A
17541984	17541984.0
17541984	17541984.0
17148776	17148776.0
17148776	17148776.0
25897834	N/A
22784880	22784880.0
22784880	22784880.0
27143031	N/A
25504632	25504632.0
25504632	25504632.0
23604100	23604100.0
23604100	23604100.0
29535109	N/A
20720517	N/A
33794950	N/A
16722833	16722833.0
16722833	16722833.0
20818834	20818834.0
20818834	20818834.0
1354642	1354642.0
1354642	1354642.0
28453780	N/A
26880915	N/A
21769110	21769110.0
21769110	21769110.0
16788378	16788378.0
16788378	16788378.0
16788380	16788380.0
16788380	16788380.0
32451486	N/A
14560161	N/A
29469606	N/A
16493479	16493479.0
16493479	16493479.0
21900198	N/A
21900198	N/A
24521642	24521642.0
24521642	24521642.0
16493486	16493486.0
16493486	16493486.0
19606452	N/A
37202871	N/A
25897911	N/A
30485432	N/A
10824636	10824636.0
10824636	10824636.0
22457278	22457278.0
22457278	22457278.0
9841604	9841604.0
9841604	9841604.0
19835846	N/A
37891021	N/A
12921807	N/A
22391769	22391769.0
22391769	22391769.0
38874073	N/A
32451547	N/A
27503580	N/A
36580335	36580335.0
36580335	36580335.0
38906864	N/A
20065266	20065266.0
20065266	20065266.0
22948856	22948856.0
22948856	22948856.0
25537528	N/A
19016697	N/A
16198652	16198652.0
16198652	16198652.0
26192892	N/A
25701374	25701374.0
25701374	25701374.0
16198655	16198655.0
16198655	16198655.0
16198654	16198654.0
16198654	16198654.0
15051775	15051775.0
15051775	15051775.0
11054089	11054089.0
11054089	11054089.0
21277709	21277709.0
21277709	21277709.0
16952345	16952345.0
16952345	16952345.0
16002074	16002074.0
16002074	16002074.0
24685597	24685597.0
24685597	24685597.0
30518301	N/A
16395295	16395295.0
16395295	16395295.0
33205280	33205280.0
33205280	33205280.0
9415713	9415713.0
9415713	9415713.0
25734178	N/A
22948895	22948895.0
22948895	22948895.0
22293537	22293537.0
22293537	22293537.0
17148966	17148966.0
17148966	17148966.0
16493607	16493607.0
16493607	16493607.0
27503662	N/A
26389554	N/A
27339827	N/A
23571513	23571513.0
23571513	23571513.0
8563771	8563772.0
8563771	8563772.0
19016765	19016765.0
19016765	19016765.0
37858371	N/A
29666375	N/A
28945481	N/A
28585035	N/A
36580432	N/A
24915025	24915025.0
24915025	24915025.0
29731921	N/A
40512603	N/A
21507170	21507170.0
21507170	21507170.0
38186087	N/A
38284409	N/A
20360315	N/A
28322941	N/A
33336447	N/A
22129793	N/A
23932037	23932037.0
23932037	23932037.0
28486791	N/A
10071185	10071185.0
10071185	10071185.0
25504915	N/A
24554646	24554646.0
24554646	24554646.0
11545752	11545752.0
11545752	11545752.0
25177243	25177243.0
25177243	25177243.0
22555810	N/A
16985250	16985250.0
16985250	16985250.0
21933224	17819680.0
21933224	17819680.0
26324139	N/A
16952495	16952495.0
16952495	16952495.0
17050801	17050801.0
17050801	17050801.0
26651826	N/A
22588607	22588607.0
22588607	22588607.0
27798726	N/A
41036998	41036998.0
41036998	41036998.0
27995340	N/A
37498067	N/A
18722008	18722009.0
18722008	18722009.0
34843875	N/A
22228204	22228204.0
22228204	22228204.0
9284848	9284848.0
9284848	9284848.0
28388599	N/A
29469964	N/A
12037390	N/A
34843922	N/A
17673491	N/A
15707415	N/A
37924126	N/A
23080225	N/A
11250978	11250978.0
11250978	11250978.0
33402148	N/A
30256423	N/A
24980784	24980784.0
24980784	24980784.0
20032820	20032820.0
20032820	20032820.0
28323125	28323125.0
28323125	28323125.0
21343546	21343546.0
21343546	21343546.0
39628091	N/A
34680127	N/A
18394438	N/A
31206740	N/A
29207898	N/A
24128861	24128861.0
24128861	24128861.0
37203300	N/A
26652007	N/A
29207912	N/A
24096103	24096103.0
24096103	24096103.0
38579568	N/A
39005567	N/A
24718721	24718721.0
24718721	24718721.0
21081473	21081473.0
21081473	21081473.0
21147013	21147013.0
21147013	21147013.0
40971654	N/A
26946962	N/A
24522145	24522145.0
24522145	24522145.0
24128935	24128935.0
24128935	24128935.0
25406899	25406899.0
25406899	25406899.0
27897268	27897268.0
27897268	27897268.0
27897269	N/A
23375287	23375287.0
23375287	23375287.0
35237305	N/A
25472448	N/A
40119746	N/A
22490566	N/A
36744646	N/A
28814798	28814798.0
28814798	28814798.0
24980946	24980946.0
24980946	24980946.0
31108563	N/A
19770842	19770842.0
19770842	19770842.0
23670235	N/A
29502940	N/A
24030684	24030684.0
24030684	24030684.0
20819423	20819423.0
20819423	20819423.0
28290528	28290528.0
28290528	28290528.0
34483679	N/A
17444323	17444323.0
17444323	17444323.0
23473641	23473641.0
23473641	23473641.0
20819434	20819434.0
20819434	20819434.0
38612458	N/A
20393454	20393454.0
20393454	20393454.0
21868014	21868014.0
21868014	21868014.0
15052272	N/A
18820594	18820594.0
18820594	18820594.0
37891571	N/A
23408116	23408116.0
23408116	23408116.0
21245432	21245432.0
21245432	21245432.0
27143689	N/A
12627468	N/A
38612496	N/A
27864592	27864592.0
27864592	27864592.0
19672597	19672597.0
19672597	19672597.0
34582038	N/A
39628313	N/A
22064666	22064666.0
22064666	22064666.0
15150618	15150618.0
15150618	15150618.0
20622880	N/A
21900837	21900837.0
21900837	21900837.0
22294058	22294058.0
22294058	22294058.0
25669165	25669165.0
25669165	25669165.0
15773232	N/A
27045425	N/A
22162992	22162992.0
22162992	22162992.0
29568565	N/A
20196918	20196918.0
20196918	20196918.0
25079360	N/A
39300676	N/A
40152645	40152645.0
40152645	40152645.0
19934793	19934793.0
19934793	19934793.0
40873551	40873551.0
40873551	40873551.0
27864660	N/A
21900886	21900886.0
21900886	21900886.0
38678107	N/A
23113310	N/A
25210463	25210463.0
25210463	25210463.0
37138020	N/A
21048934	21048934.0
21048934	21048934.0
19082882	N/A
24817302	24817302.0
24817302	24817302.0
22949529	N/A
39038621	39038621.0
39038621	39038621.0
12955294	N/A
21474982	N/A
37596839	N/A
29273767	N/A
26521259	26521259.0
26521259	26521259.0
41037485	41037485.0
41037485	41037485.0
17968817	N/A
27799217	N/A
23277235	23277235.0
23277235	23277235.0
11054774	11054774.0
11054774	11054774.0
28389049	N/A
37891772	N/A
23277250	23277250.0
23277250	23277250.0
24751813	24751813.0
24751813	24751813.0
35335877	35335877.0
35335877	35335877.0
23441093	23441093.0
23441093	23441093.0
19279561	19279561.0
19279561	19279561.0
40316617	N/A
31796940	N/A
28290770	N/A
24293076	N/A
20066004	20066005.0
20066004	20066005.0
34483924	N/A
15544025	15544025.0
15544025	15544025.0
18591455	18591455.0
18591455	18591455.0
23736036	23736036.0
23736036	23736036.0
24293093	24293093.0
24293093	24293093.0
18591461	18591461.0
18591461	18591461.0
39104238	N/A
21114608	21114608.0
21114608	21114608.0
8728305	8728305.0
8728305	8728305.0
15118073	N/A
40840956	N/A
15183620	N/A
40709894	N/A
25964295	N/A
23834376	23834376.0
23834376	23834376.0
19738376	N/A
27340556	N/A
37564175	N/A
19148563	19148563.0
19148563	19148563.0
38776596	N/A
23736090	23736090.0
23736090	23736090.0
29306656	29306656.0
29306656	29306656.0
38907686	N/A
26488616	N/A
40054571	40054571.0
40054571	40054571.0
38809387	N/A
23736108	23736108.0
23736108	23736108.0
31371054	N/A
36613935	N/A
38809397	N/A
35335997	35335997.0
35335997	35335997.0
17510208	17510208.0
17510208	17510208.0
27111237	N/A
16133961	16133961.0
16133961	16133961.0
31829834	N/A
22851411	22851412.0
22851411	22851412.0
27995989	N/A
39858006	39858006.0
39858006	39858006.0
23277397	23277397.0
23277397	23277397.0
16691038	N/A
27045730	N/A
37269349	37269349.0
37269349	37269349.0
15708009	N/A
12496751	N/A
29273968	N/A
23703421	N/A
30420869	N/A
20393862	20393862.0
20393862	20393862.0
22491017	22491017.0
22491017	22491017.0
28094348	28094348.0
28094348	28094348.0
21540761	21540761.0
21540761	21540761.0
21540762	21540762.0
21540762	21540762.0
30289819	N/A
16920476	16920476.0
16920476	16920476.0
21278619	21278619.0
21278619	21278619.0
19509150	19509150.0
19509150	19509150.0
17510308	17510308.0
17510308	17510308.0
18460585	18460585.0
18460585	18460585.0
32452529	N/A
37760947	N/A
17018806	17018806.0
17018806	17018806.0
16330681	16330681.0
16330681	16330681.0
26652611	N/A
37990344	N/A
34025422	N/A
36614097	N/A
11186133	11186133.0
11186133	11186133.0
11448278	11448278.0
11448278	11448278.0
11186138	11186138.0
11186138	11186138.0
39432161	N/A
23146466	23146466.0
23146466	23146466.0
23146479	23146479.0
23146479	23146479.0
37761008	N/A
16920564	16920564.0
16920564	16920564.0
22982650	22982650.0
22982650	22982650.0
20590587	20590587.0
20590587	20590587.0
20590588	20590588.0
20590588	20590588.0
28422153	28422153.0
28422153	28422153.0
20688905	20688905.0
20688905	20688905.0
28389387	N/A
37466123	N/A
37531661	N/A
15118351	15118351.0
15118351	15118351.0
26914831	26914831.0
26914831	26914831.0
10661905	10661905.0
10661905	10661905.0
38285330	N/A
38514707	N/A
15282199	N/A
15282200	15282200.0
15282200	15282200.0
25931799	25931799.0
25931799	25931799.0
38809628	N/A
37597219	N/A
31698983	N/A
16724011	16724011.0
16724011	16724011.0
21671989	21671989.0
21671989	21671989.0
41168950	41168950.0
41168950	41168950.0
12345	12345.0
12345	12345.0
31699005	N/A
26030142	N/A
18690117	N/A
26554440	N/A
26882121	N/A
23179337	N/A
