Gene_ID;Gene;Entity1_type;Disease_ID;Disease;Entity2_type;LADME
PA145148084;SH2B1;GENE;PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;PD
PA145148084;SH2B1;GENE;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA145148084;SH2B1;GENE;PA447207;DEPRESSIVE DISORDER;DISEASE;PD
PA145148084;SH2B1;GENE;PA447215;PSYCHOTIC DISORDER;DISEASE;PD
PA130;CYP3A4;GENE;PA133888799;ORGAN TRANSPLANTATION;DISEASE;PD
PA130;CYP3A4;GENE;PA134850491;TRANSPLANTATION;DISEASE;
PA130;CYP3A4;GENE;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;
PA130;CYP3A4;GENE;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA130;CYP3A4;GENE;PA166114454;TRANSPLANT REJECTION;DISEASE;PD
PA130;CYP3A4;GENE;PA166114455;ACUTE CELLULAR REJECTION;DISEASE;
PA130;CYP3A4;GENE;PA166114457;LUNG TRANSPLANTATION;DISEASE;
PA130;CYP3A4;GENE;PA166124372;TREATMENT MODIFICATION;DISEASE;
PA130;CYP3A4;GENE;PA166128371;PLATELET AGGREGATION INHIBITION;DISEASE;
PA130;CYP3A4;GENE;PA166151827;ADVERSE EVENTS;DISEASE;PD
PA130;CYP3A4;GENE;PA166169562;LAPAROSCOPIC SLEEVE GASTRECTOMY;DISEASE;
PA130;CYP3A4;GENE;PA166170245;FEBRILE NEUTROPENIA;DISEASE;
PA130;CYP3A4;GENE;PA443309;ALCOHOLISM;DISEASE;PD
PA130;CYP3A4;GENE;PA443314;ALOPECIA;DISEASE;PD
PA130;CYP3A4;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA130;CYP3A4;GENE;PA443622;CARCINOMA, NON-SMALL-CELL LUNG;DISEASE;PD
PA130;CYP3A4;GENE;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA130;CYP3A4;GENE;PA443937;DRUG TOXICITY;DISEASE;
PA130;CYP3A4;GENE;PA444065;EPILEPSY;DISEASE;
PA130;CYP3A4;GENE;PA444109;EXANTHEMA;DISEASE;
PA130;CYP3A4;GENE;PA444370;HEART FAILURE;DISEASE;
PA130;CYP3A4;GENE;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA130;CYP3A4;GENE;PA444516;HYPERCHOLESTEROLEMIA;DISEASE;
PA130;CYP3A4;GENE;PA444528;HYPERLIPIDEMIAS;DISEASE;PD
PA130;CYP3A4;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA130;CYP3A4;GENE;PA444591;HYPOVENTILATION;DISEASE;PD
PA130;CYP3A4;GENE;PA444685;KIDNEY NEOPLASMS;DISEASE;
PA130;CYP3A4;GENE;PA444797;LIVER CIRRHOSIS;DISEASE;
PA130;CYP3A4;GENE;PA444859;MALARIA;DISEASE;PD
PA130;CYP3A4;GENE;PA445009;MYCOSES;DISEASE;
PA130;CYP3A4;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA130;CYP3A4;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA130;CYP3A4;GENE;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA130;CYP3A4;GENE;PA445208;PAIN;DISEASE;PD
PA130;CYP3A4;GENE;PA445210;PAIN, POSTOPERATIVE;DISEASE;PD
PA130;CYP3A4;GENE;PA445301;PERIPHERAL NERVOUS SYSTEM DISEASES;DISEASE;
PA130;CYP3A4;GENE;PA445425;PROSTATIC NEOPLASMS;DISEASE;
PA130;CYP3A4;GENE;PA445431;PROTEINURIA;DISEASE;
PA130;CYP3A4;GENE;PA445828;TESTICULAR NEOPLASMS;DISEASE;PD
PA130;CYP3A4;GENE;PA446155;PRECURSOR CELL LYMPHOBLASTIC LEUKEMIA-LYMPHOMA;DISEASE;
PA130;CYP3A4;GENE;PA446411;ENDOMETRIAL NEOPLASMS;DISEASE;
PA130;CYP3A4;GENE;PA446661;CARCINOMA, SMALL CELL;DISEASE;
PA130;CYP3A4;GENE;PA446713;NEUROENDOCRINE TUMORS;DISEASE;
PA130;CYP3A4;GENE;PA446852;HOT FLASHES;DISEASE;
PA130;CYP3A4;GENE;PA446863;HEPATITIS C, CHRONIC;DISEASE;
PA130;CYP3A4;GENE;PA447196;ANXIETY DISORDERS;DISEASE;PD
PA130;CYP3A4;GENE;PA447216;SCHIZOPHRENIA;DISEASE;
PA130;CYP3A4;GENE;PA447230;HIV INFECTIONS;DISEASE;
PA130;CYP3A4;GENE;PA447247;LIVER TRANSPLANTATION;DISEASE;PD
PA130;CYP3A4;GENE;PA447322;THERAPY-RELATED ACUTE MYELOID LEUKEMIA (T-ML);DISEASE;
PA31768;NRAS;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA31768;NRAS;GENE;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;
PA31768;NRAS;GENE;PA444903;MELANOMA;DISEASE;
PA31768;NRAS;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;
PA134956204;C18ORF56;GENE;PA165817398;MYELOSUPPRESSION;DISEASE;
PA134956204;C18ORF56;GENE;PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;
PA134956204;C18ORF56;GENE;PA166123207;OVERALL SURVIVAL;DISEASE;
PA134956204;C18ORF56;GENE;PA166153403;GASTROESOPHAGEAL CANCER;DISEASE;
PA134956204;C18ORF56;GENE;PA443434;ARTHRITIS, RHEUMATOID;DISEASE;PD
PA134956204;C18ORF56;GENE;PA444101;ESOPHAGEAL NEOPLASMS;DISEASE;
PA134956204;C18ORF56;GENE;PA445113;NEUTROPENIA;DISEASE;
PA134956204;C18ORF56;GENE;PA445503;RECTAL NEOPLASMS;DISEASE;
PA134956204;C18ORF56;GENE;PA445742;STOMACH NEOPLASMS;DISEASE;
PA134956204;C18ORF56;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;
PA134956204;C18ORF56;GENE;PA446116;INFLAMMATORY BOWEL DISEASES;DISEASE;
PA134956204;C18ORF56;GENE;PA446155;PRECURSOR CELL LYMPHOBLASTIC LEUKEMIA-LYMPHOMA;DISEASE;
PA46;ALOX5;GENE;PA131285571;ASPIRIN-INDUCED ASTHMA;DISEASE;
PA46;ALOX5;GENE;PA443450;ASTHMA;DISEASE;PD
PA46;ALOX5;GENE;PA443756;COLONIC NEOPLASMS;DISEASE;
PA46;ALOX5;GENE;PA443796;CORONARY ARTERY DISEASE;DISEASE;
PA24796;ANGPTL3;GENE;PA443635;CARDIOVASCULAR DISEASES;DISEASE;
PA29444;HRAS;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;
PA27480;DRD4;GENE;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;
PA37173;UGT1A;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA37173;UGT1A;GENE;PA446443;LIVER FAILURE, ACUTE;DISEASE;PD
PA176;GNB3;GENE;PA128406954;WEIGHT GAIN;DISEASE;PD
PA176;GNB3;GENE;PA443742;CLUSTER HEADACHE;DISEASE;PD
PA176;GNB3;GENE;PA443886;DIABETES MELLITUS;DISEASE;PD
PA176;GNB3;GENE;PA444370;HEART FAILURE;DISEASE;PD
PA176;GNB3;GENE;PA444516;HYPERCHOLESTEROLEMIA;DISEASE;PD
PA176;GNB3;GENE;PA444606;ERECTILE DYSFUNCTION;DISEASE;PD
PA176;GNB3;GENE;PA444797;LIVER CIRRHOSIS;DISEASE;PD
PA176;GNB3;GENE;PA445019;MYOCARDIAL INFARCTION;DISEASE;PD
PA176;GNB3;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA176;GNB3;GENE;PA445131;OBESITY;DISEASE;PD
PA176;GNB3;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA176;GNB3;GENE;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA176;GNB3;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA25408;BRAF;GENE;PA444903;MELANOMA;DISEASE;
PA25408;BRAF;GENE;PA445062;NEOPLASMS;DISEASE;
PA25408;BRAF;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;
PA162;F13A1;GENE;PA443450;ASTHMA;DISEASE;
PA162;F13A1;GENE;PA446974;CHOROIDAL NEOVASCULARIZATION;DISEASE;PD
PA164741388;DLG2;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA162397475;NGF;GENE;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA162397475;NGF;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA33435;PMCH;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA32403;OR52E2;GENE;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA28707;GLA;GENE;PA443367;FABRY DISEASE;DISEASE;PD
PA280;PPARA;GENE;PA133888799;ORGAN TRANSPLANTATION;DISEASE;
PA280;PPARA;GENE;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA280;PPARA;GENE;PA443797;CORONARY DISEASE;DISEASE;PD
PA280;PPARA;GENE;PA443886;DIABETES MELLITUS;DISEASE;PD
PA37413;XPC;GENE;PA162263534;OTOTOXICITY;DISEASE;PD
PA37413;XPC;GENE;PA166124386;GASTROINTESTINAL TOXICITY;DISEASE;PD
PA37413;XPC;GENE;PA443512;URINARY BLADDER NEOPLASMS;DISEASE;PD
PA37413;XPC;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA37413;XPC;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA37413;XPC;GENE;PA444395;HEMATOLOGIC DISORDER;DISEASE;PD
PA37413;XPC;GENE;PA444614;INFECTIOUS DISEASE;DISEASE;PD
PA37413;XPC;GENE;PA444773;LEUKOPENIA;DISEASE;PD
PA37413;XPC;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA37413;XPC;GENE;PA445113;NEUTROPENIA;DISEASE;PD
PA37413;XPC;GENE;PA445601;OSTEOSARCOMA;DISEASE;PD
PA37413;XPC;GENE;PA445828;TESTICULAR NEOPLASMS;DISEASE;PD
PA29549;HTR1B;GENE;PA447196;ANXIETY DISORDERS;DISEASE;PD
PA29549;HTR1B;GENE;PA447278;DEPRESSION;DISEASE;PD
PA29549;HTR1B;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA134935778;MALAT1;GENE;PA444818;LUNG NEOPLASMS;DISEASE;PD
PA24468;ACTG1;GENE;PA446975;NEUROTOXICITY SYNDROMES;DISEASE;PD
PA24725;ALOX15B;GENE;PA444818;LUNG NEOPLASMS;DISEASE;
PA7360;EGFR;GENE;PA151958383;GASTROINTESTINAL STROMAL TUMORS;DISEASE;PD
PA7360;EGFR;GENE;PA165111675;DRUG RESISTANCE;DISEASE;PD
PA7360;EGFR;GENE;PA443265;ADENOCARCINOMA;DISEASE;PD
PA7360;EGFR;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA7360;EGFR;GENE;PA443899;DIARRHEA;DISEASE;PD
PA7360;EGFR;GENE;PA444352;HEAD AND NECK NEOPLASMS;DISEASE;PD
PA7360;EGFR;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA7360;EGFR;GENE;PA444818;LUNG NEOPLASMS;DISEASE;PD
PA7360;EGFR;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA7360;EGFR;GENE;PA445218;PANCREATIC NEOPLASMS;DISEASE;PD
PA7360;EGFR;GENE;PA445742;STOMACH NEOPLASMS;DISEASE;PD
PA7360;EGFR;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA7360;EGFR;GENE;PA446863;CHRONIC HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA143;DHFR;GENE;PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PD
PA143;DHFR;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA143;DHFR;GENE;PA443560;BREAST NEOPLASMS;DISEASE;
PA143;DHFR;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA143;DHFR;GENE;PA443937;DRUG TOXICITY;DISEASE;
PA143;DHFR;GENE;PA444773;LEUKOPENIA;DISEASE;PD
PA143;DHFR;GENE;PA444937;MESOTHELIOMA;DISEASE;PD
PA143;DHFR;GENE;PA445601;OSTEOSARCOMA;DISEASE;PD
PA143;DHFR;GENE;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA143;DHFR;GENE;PA446155;PRECURSOR CELL LYMPHOBLASTIC LEUKEMIA-LYMPHOMA;DISEASE;PD
PA35733;SH3BP2;GENE;PA445451;PSORIASIS;DISEASE;PD
PA35733;SH3BP2;GENE;PA446198;ARTHRITIS, PSORIATIC;DISEASE;PD
PA30601;MAP3K5;GENE;PA446432;BETA-THALASSEMIA AND RELATED DISEASES;DISEASE;PD
PA26855;CR1;GENE;PA166122772;PAROXYSMAL NOCTURNAL HEMOGLOBINURIA;DISEASE;PD
PA328;SLCO1A2;GENE;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;
PA328;SLCO1A2;GENE;PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;
PA28612;GCLC;GENE;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA33921;PSORS1C3;GENE;PA166120929;SEVERE CUTANEOUS ADVERSE REACTIONS;DISEASE;PD
PA33921;PSORS1C3;GENE;PA444059;EPIDERMAL NECROLYSIS, TOXIC;DISEASE;PD
PA33921;PSORS1C3;GENE;PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PD
PA26035;CALM1;GENE;PA445451;PSORIASIS;DISEASE;PD
PA33389;PLCD3;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA30535;MAFB;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA134891309;PLB1;GENE;PA443434;ARTHRITIS, RHEUMATOID;DISEASE;
PA351;TH;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA351;TH;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA35056;HLA-B;GENE;PA162263525;NEUROPATHIC PAIN;DISEASE;
PA35056;HLA-B;GENE;PA162316739;MACULOPAPULAR EXANTHEMA;DISEASE;PD
PA35056;HLA-B;GENE;PA164925725;TOXIC LIVER DISEASE;DISEASE;
PA35056;HLA-B;GENE;PA166048807;BEHCET SYNDROME;DISEASE;
PA35056;HLA-B;GENE;PA166048814;HYPERURICEMIA;DISEASE;
PA35056;HLA-B;GENE;PA166048850;SOFT TISSUE NEOPLASMS;DISEASE;
PA35056;HLA-B;GENE;PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PD
PA35056;HLA-B;GENE;PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PD
PA35056;HLA-B;GENE;PA166120928;ERYTHEMA EXUDATIVUM MULTIFORME;DISEASE;
PA35056;HLA-B;GENE;PA166120929;SEVERE CUTANEOUS ADVERSE REACTIONS;DISEASE;PD
PA35056;HLA-B;GENE;PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;
PA35056;HLA-B;GENE;PA166152644;SCHIZENCEPHALY;DISEASE;
PA35056;HLA-B;GENE;PA443297;AGRANULOCYTOSIS;DISEASE;PD
PA35056;HLA-B;GENE;PA443560;BREAST NEOPLASMS;DISEASE;
PA35056;HLA-B;GENE;PA443624;CARCINOMA, RENAL CELL;DISEASE;
PA35056;HLA-B;GENE;PA443936;DRUG HYPERSENSITIVITY;DISEASE;PD
PA35056;HLA-B;GENE;PA443937;DRUG TOXICITY;DISEASE;
PA35056;HLA-B;GENE;PA444059;EPIDERMAL NECROLYSIS, TOXIC;DISEASE;PD
PA35056;HLA-B;GENE;PA444065;EPILEPSY;DISEASE;PD
PA35056;HLA-B;GENE;PA444109;EXANTHEMA;DISEASE;PD
PA35056;HLA-B;GENE;PA444281;GLAUCOMA;DISEASE;
PA35056;HLA-B;GENE;PA444329;GRAVES DISEASE;DISEASE;PD
PA35056;HLA-B;GENE;PA444445;HEPATITIS C;DISEASE;PD
PA35056;HLA-B;GENE;PA444546;HYPERSENSITIVITY;DISEASE;
PA35056;HLA-B;GENE;PA444684;KIDNEY FAILURE, CHRONIC;DISEASE;
PA35056;HLA-B;GENE;PA444745;LEPROSY;DISEASE;PD
PA35056;HLA-B;GENE;PA444859;MALARIA;DISEASE;
PA35056;HLA-B;GENE;PA444987;MULTIPLE SCLEROSIS;DISEASE;PD
PA35056;HLA-B;GENE;PA445204;OVARIAN NEOPLASMS;DISEASE;
PA35056;HLA-B;GENE;PA445522;RESPIRATORY INSUFFICIENCY;DISEASE;PD
PA35056;HLA-B;GENE;PA445594;SARCOMA;DISEASE;
PA35056;HLA-B;GENE;PA445629;SEIZURES;DISEASE;
PA35056;HLA-B;GENE;PA445676;SKIN DISEASES;DISEASE;
PA35056;HLA-B;GENE;PA445724;SPONDYLITIS, ANKYLOSING;DISEASE;
PA35056;HLA-B;GENE;PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PD
PA35056;HLA-B;GENE;PA445941;TUBERCULOSIS;DISEASE;
PA35056;HLA-B;GENE;PA446114;ARTHRITIS, GOUTY;DISEASE;
PA35056;HLA-B;GENE;PA446827;HEMATOLOGIC NEOPLASMS;DISEASE;
PA35056;HLA-B;GENE;PA447199;BIPOLAR DISORDER;DISEASE;
PA35056;HLA-B;GENE;PA447209;MOOD DISORDERS;DISEASE;
PA35056;HLA-B;GENE;PA447216;SCHIZOPHRENIA;DISEASE;
PA35056;HLA-B;GENE;PA447230;HIV INFECTIONS;DISEASE;PD
PA36552;TLR4;GENE;PA133888799;ORGAN TRANSPLANTATION;DISEASE;
PA36552;TLR4;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA36552;TLR4;GENE;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA36552;TLR4;GENE;PA446116;INFLAMMATORY BOWEL DISEASES;DISEASE;PD
PA134933213;SENP3;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA38472;INVS;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA134970652;ZNF565;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166048951;RBFOX1;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA36553;TLR5;GENE;PA445451;PSORIASIS;DISEASE;PD
PA301;SCN1A;GENE;PA444065;EPILEPSY;DISEASE;PD
PA24933;AREG;GENE;PA166123207;OVERALL SURVIVAL;DISEASE;
PA24933;AREG;GENE;PA443265;ADENOCARCINOMA;DISEASE;
PA24933;AREG;GENE;PA445503;RECTAL NEOPLASMS;DISEASE;PD
PA24933;AREG;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA134924906;LY96;GENE;PA445451;PSORIASIS;DISEASE;PD
PA339;STAT6;GENE;PA166224501;EOSINOPHILIC ESOPHAGITIS;DISEASE;PD
PA32866;P2RX7;GENE;PA445210;PAIN, POSTOPERATIVE;DISEASE;PD
PA43;AGTR1;GENE;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA43;AGTR1;GENE;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA43;AGTR1;GENE;PA444370;HEART FAILURE;DISEASE;PD
PA43;AGTR1;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA43;AGTR1;GENE;PA444797;LIVER CIRRHOSIS;DISEASE;PD
PA43;AGTR1;GENE;PA446479;HYPERTROPHY, LEFT VENTRICULAR;DISEASE;PD
PA123;CYP2B6;GENE;PA134850491;TRANSPLANTATION;DISEASE;PD
PA123;CYP2B6;GENE;PA164925725;TOXIC LIVER DISEASE;DISEASE;PD
PA123;CYP2B6;GENE;PA165108809;NEONATAL ABSTINENCE SYNDROME;DISEASE;PD
PA123;CYP2B6;GENE;PA166048714;PREGNANCY;DISEASE;
PA123;CYP2B6;GENE;PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;
PA123;CYP2B6;GENE;PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PD
PA123;CYP2B6;GENE;PA166123507;DISCONTINUATION;DISEASE;
PA123;CYP2B6;GENE;PA166127658;RECURRENCE FREE SURVIVAL;DISEASE;
PA123;CYP2B6;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA123;CYP2B6;GENE;PA443657;CENTRAL NERVOUS SYSTEM DISEASES;DISEASE;
PA123;CYP2B6;GENE;PA443833;CYSTITIS;DISEASE;PD
PA123;CYP2B6;GENE;PA443899;DIARRHEA;DISEASE;PD
PA123;CYP2B6;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA123;CYP2B6;GENE;PA444059;EPIDERMAL NECROLYSIS, TOXIC;DISEASE;PD
PA123;CYP2B6;GENE;PA444434;HEPATIC VENO-OCCLUSIVE DISEASE;DISEASE;PD
PA123;CYP2B6;GENE;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA123;CYP2B6;GENE;PA444614;INFECTIOUS DISEASE;DISEASE;PD
PA123;CYP2B6;GENE;PA444807;LONG QT SYNDROME;DISEASE;
PA123;CYP2B6;GENE;PA444819;LUPUS ERYTHEMATOSUS;DISEASE;PD
PA123;CYP2B6;GENE;PA444823;LUPUS NEPHRITIS;DISEASE;PD
PA123;CYP2B6;GENE;PA444845;LYMPHOMA, NON-HODGKIN;DISEASE;
PA123;CYP2B6;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA123;CYP2B6;GENE;PA445062;NEOPLASMS;DISEASE;
PA123;CYP2B6;GENE;PA445208;PAIN;DISEASE;
PA123;CYP2B6;GENE;PA445210;PAIN, POSTOPERATIVE;DISEASE;
PA123;CYP2B6;GENE;PA445619;SCOLIOSIS;DISEASE;
PA123;CYP2B6;GENE;PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PD
PA123;CYP2B6;GENE;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA123;CYP2B6;GENE;PA445941;TUBERCULOSIS;DISEASE;PD
PA123;CYP2B6;GENE;PA446169;LEUKEMIA, LYMPHOCYTIC, CHRONIC, B-CELL;DISEASE;PD
PA123;CYP2B6;GENE;PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PD
PA123;CYP2B6;GENE;PA446304;LYMPHOMA, B-CELL;DISEASE;
PA123;CYP2B6;GENE;PA446644;ADRENOCORTICAL CARCINOMA;DISEASE;
PA123;CYP2B6;GENE;PA446975;NEUROTOXICITY SYNDROMES;DISEASE;
PA123;CYP2B6;GENE;PA447230;HIV INFECTIONS;DISEASE;PD
PA123;CYP2B6;GENE;PA447278;DEPRESSION;DISEASE;PD
PA123;CYP2B6;GENE;PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;
PA165478762;DCAF4;GENE;PA443450;ASTHMA;DISEASE;PD
PA34;ADRA1A;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA142672125;CEP72;GENE;PA445301;PERIPHERAL NERVOUS SYSTEM DISEASES;DISEASE;PD
PA34376;RGS5;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA33329;PIP5K1C;GENE;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA39;ADRB2;GENE;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;
PA39;ADRB2;GENE;PA443450;ASTHMA;DISEASE;PD
PA39;ADRB2;GENE;PA443632;CARDIOMYOPATHY, DILATED;DISEASE;PD
PA39;ADRB2;GENE;PA443796;CORONARY ARTERY DISEASE;DISEASE;
PA39;ADRB2;GENE;PA444370;HEART FAILURE;DISEASE;PD
PA39;ADRB2;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA39;ADRB2;GENE;PA444584;HYPOTENSIVE DISORDER;DISEASE;PD
PA39;ADRB2;GENE;PA444797;LIVER CIRRHOSIS;DISEASE;PD
PA39;ADRB2;GENE;PA445802;TACHYCARDIA;DISEASE;PD
PA39;ADRB2;GENE;PA446479;HYPERTROPHY, LEFT VENTRICULAR;DISEASE;PD
PA39;ADRB2;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA39;ADRB2;GENE;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA24561;ADCY2;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA24561;ADCY2;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA128;CYP2D6;GENE;PA128406954;WEIGHT GAIN;DISEASE;PD
PA128;CYP2D6;GENE;PA164925725;TOXIC LIVER DISEASE;DISEASE;PD
PA128;CYP2D6;GENE;PA165108929;BINGE EATING DISORDER;DISEASE;
PA128;CYP2D6;GENE;PA165374639;SUICIDE;DISEASE;
PA128;CYP2D6;GENE;PA166048829;ELDERLY ADULT;DISEASE;
PA128;CYP2D6;GENE;PA166115462;DRY MOUTH;DISEASE;
PA128;CYP2D6;GENE;PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;
PA128;CYP2D6;GENE;PA166123207;OVERALL SURVIVAL;DISEASE;
PA128;CYP2D6;GENE;PA166123306;AGITATION;DISEASE;PD
PA128;CYP2D6;GENE;PA166123307;INSOMNIA;DISEASE;
PA128;CYP2D6;GENE;PA166123366;EVENT-FREE SURVIVAL;DISEASE;
PA128;CYP2D6;GENE;PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;
PA128;CYP2D6;GENE;PA166123507;DISCONTINUATION;DISEASE;
PA128;CYP2D6;GENE;PA166127658;RECURRENCE FREE SURVIVAL;DISEASE;
PA128;CYP2D6;GENE;PA166128121;CARDIOTOXICITY;DISEASE;PD
PA128;CYP2D6;GENE;PA166129521;SEDATION;DISEASE;
PA128;CYP2D6;GENE;PA166151827;ADVERSE EVENTS;DISEASE;
PA128;CYP2D6;GENE;PA166170367;EXTRAPYRAMIDAL SYMPTOMS;DISEASE;
PA128;CYP2D6;GENE;PA166170668;CNS DEPRESSION;DISEASE;PD
PA128;CYP2D6;GENE;PA166185295;DYSPHORIA;DISEASE;PD
PA128;CYP2D6;GENE;PA443265;ADENOCARCINOMA;DISEASE;PD
PA128;CYP2D6;GENE;PA443319;ALZHEIMER DISEASE;DISEASE;
PA128;CYP2D6;GENE;PA443355;ANEMIA, SICKLE CELL;DISEASE;
PA128;CYP2D6;GENE;PA443362;ANGINA PECTORIS;DISEASE;
PA128;CYP2D6;GENE;PA443421;ARRHYTHMIAS, CARDIAC;DISEASE;PD
PA128;CYP2D6;GENE;PA443472;BACK PAIN;DISEASE;
PA128;CYP2D6;GENE;PA443548;BRADYCARDIA;DISEASE;
PA128;CYP2D6;GENE;PA443557;BRAIN NEOPLASMS;DISEASE;
PA128;CYP2D6;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA128;CYP2D6;GENE;PA443582;BURNS;DISEASE;
PA128;CYP2D6;GENE;PA443622;CARCINOMA, NON-SMALL-CELL LUNG;DISEASE;PD
PA128;CYP2D6;GENE;PA443782;CONSTIPATION;DISEASE;
PA128;CYP2D6;GENE;PA443842;DEATH;DISEASE;
PA128;CYP2D6;GENE;PA443853;DEMENTIA;DISEASE;
PA128;CYP2D6;GENE;PA443894;DIABETIC NEUROPATHIES;DISEASE;
PA128;CYP2D6;GENE;PA443928;DIZZINESS;DISEASE;
PA128;CYP2D6;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA128;CYP2D6;GENE;PA443940;DUCTUS ARTERIOSUS, PATENT;DISEASE;
