Gene_ID;Gene;Entity1_type;Chemical_ID;Chemical;Entity2_type;LADME
PA267;ABCB1;GENE;PA165958363;AGOMELATINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA166129539;SILIBININ;CHEMICAL;
PA267;ABCB1;GENE;PA166131439;FLUOXETINE GLUCURONIDE;CHEMICAL;
PA267;ABCB1;GENE;PA166161306;ROMIDEPSIN;CHEMICAL;
PA267;ABCB1;GENE;PA166163740;APIXABAN;CHEMICAL;PD
PA267;ABCB1;GENE;PA166177229;HIGHLY ACTIVE ANTIRETROVIRAL THERAPY (HAART);CHEMICAL;PD
PA267;ABCB1;GENE;PA448383;AMIODARONE;CHEMICAL;
PA267;ABCB1;GENE;PA448385;AMITRIPTYLINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA448422;AMPRENAVIR;CHEMICAL;
PA267;ABCB1;GENE;PA448432;ANASTROZOLE;CHEMICAL;PD
PA267;ABCB1;GENE;PA448498;ASTEMIZOLE;CHEMICAL;
PA267;ABCB1;GENE;PA448499;ATENOLOL;CHEMICAL;PD
PA267;ABCB1;GENE;PA448500;ATORVASTATIN;CHEMICAL;PD
PA267;ABCB1;GENE;PA448515;AZATHIOPRINE;CHEMICAL;
PA267;ABCB1;GENE;PA448645;BLEOMYCIN;CHEMICAL;PD
PA267;ABCB1;GENE;PA448771;CAPECITABINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA448785;CARBAMAZEPINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA448817;CARVEDILOL;CHEMICAL;
PA267;ABCB1;GENE;PA448964;CHLORPROMAZINE;CHEMICAL;
PA267;ABCB1;GENE;PA449001;CIMETIDINE;CHEMICAL;
PA267;ABCB1;GENE;PA449014;CISPLATIN;CHEMICAL;PD
PA267;ABCB1;GENE;PA449015;CITALOPRAM;CHEMICAL;PD
PA267;ABCB1;GENE;PA449028;CLARITHROMYCIN;CHEMICAL;
PA267;ABCB1;GENE;PA449048;CLOMIPRAMINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA267;ABCB1;GENE;PA449061;CLOZAPINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA449088;CODEINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA449092;COLCHICINE;CHEMICAL;
PA267;ABCB1;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA267;ABCB1;GENE;PA449167;CYCLOSPORINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA449177;CYTARABINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA449212;DAUNORUBICIN;CHEMICAL;PD
PA267;ABCB1;GENE;PA449233;DESIPRAMINE;CHEMICAL;
PA267;ABCB1;GENE;PA449247;DEXAMETHASONE;CHEMICAL;PD
PA267;ABCB1;GENE;PA449259;DEXRAZOXANE;CHEMICAL;PD
PA267;ABCB1;GENE;PA449319;DIGOXIN;CHEMICAL;
PA267;ABCB1;GENE;PA449334;DILTIAZEM;CHEMICAL;
PA267;ABCB1;GENE;PA449367;DIPYRIDAMOLE;CHEMICAL;
PA267;ABCB1;GENE;PA449376;DISULFIRAM;CHEMICAL;
PA267;ABCB1;GENE;PA449383;DOCETAXEL;CHEMICAL;PD
PA267;ABCB1;GENE;PA449412;DOXORUBICIN;CHEMICAL;PD
PA267;ABCB1;GENE;PA449415;DOXYCYCLINE;CHEMICAL;
PA267;ABCB1;GENE;PA449441;EFAVIRENZ;CHEMICAL;PD
PA267;ABCB1;GENE;PA449493;ERYTHROMYCIN;CHEMICAL;
PA267;ABCB1;GENE;PA449552;ETOPOSIDE;CHEMICAL;PD
PA267;ABCB1;GENE;PA449591;FELODIPINE;CHEMICAL;
PA267;ABCB1;GENE;PA449599;FENTANYL;CHEMICAL;PD
PA267;ABCB1;GENE;PA449621;FEXOFENADINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA449673;FLUOXETINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA449676;FLUPHENAZINE;CHEMICAL;
PA267;ABCB1;GENE;PA449688;FLUVASTATIN;CHEMICAL;PD
PA267;ABCB1;GENE;PA449690;FLUVOXAMINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA449808;GRAMICIDIN D;CHEMICAL;
PA267;ABCB1;GENE;PA449809;GRANISETRON;CHEMICAL;PD
PA267;ABCB1;GENE;PA449841;HALOPERIDOL;CHEMICAL;
PA267;ABCB1;GENE;PA449905;HYDROCORTISONE;CHEMICAL;
PA267;ABCB1;GENE;PA449961;IDARUBICIN;CHEMICAL;PD
PA267;ABCB1;GENE;PA449977;INDINAVIR;CHEMICAL;
PA267;ABCB1;GENE;PA450085;IRINOTECAN;CHEMICAL;PD
PA267;ABCB1;GENE;PA450112;ISONIAZID;CHEMICAL;PD
PA267;ABCB1;GENE;PA450132;ITRACONAZOLE;CHEMICAL;
PA267;ABCB1;GENE;PA450133;IVERMECTIN;CHEMICAL;
PA267;ABCB1;GENE;PA450146;KETOCONAZOLE;CHEMICAL;
PA267;ABCB1;GENE;PA450163;LAMIVUDINE;CHEMICAL;
PA267;ABCB1;GENE;PA450164;LAMOTRIGINE;CHEMICAL;
PA267;ABCB1;GENE;PA450180;LANSOPRAZOLE;CHEMICAL;
PA267;ABCB1;GENE;PA450206;LEVETIRACETAM;CHEMICAL;
PA267;ABCB1;GENE;PA450214;LEVOFLOXACIN;CHEMICAL;
PA267;ABCB1;GENE;PA450243;LITHIUM;CHEMICAL;PD
PA267;ABCB1;GENE;PA450262;LOPERAMIDE;CHEMICAL;
PA267;ABCB1;GENE;PA450268;LOSARTAN;CHEMICAL;PD
PA267;ABCB1;GENE;PA450272;LOVASTATIN;CHEMICAL;
PA267;ABCB1;GENE;PA450322;MAPROTILINE;CHEMICAL;
PA267;ABCB1;GENE;PA450348;MEFLOQUINE;CHEMICAL;
PA267;ABCB1;GENE;PA450354;MELPHALAN;CHEMICAL;
PA267;ABCB1;GENE;PA450401;METHADONE;CHEMICAL;PD
PA267;ABCB1;GENE;PA450428;METHOTREXATE;CHEMICAL;PD
PA267;ABCB1;GENE;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA267;ABCB1;GENE;PA450466;METHYLPREDNISOLONE;CHEMICAL;PD
PA267;ABCB1;GENE;PA450496;MIDAZOLAM;CHEMICAL;
PA267;ABCB1;GENE;PA450500;MIFEPRISTONE;CHEMICAL;
PA267;ABCB1;GENE;PA450524;MITOMYCIN;CHEMICAL;
PA267;ABCB1;GENE;PA450526;MITOXANTRONE;CHEMICAL;
PA267;ABCB1;GENE;PA450530;MODAFINIL;CHEMICAL;PD
PA267;ABCB1;GENE;PA450550;MORPHINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PD
PA267;ABCB1;GENE;PA450595;NAPROXEN;CHEMICAL;
PA267;ABCB1;GENE;PA450603;NEFAZODONE;CHEMICAL;PD
PA267;ABCB1;GENE;PA450606;NELFINAVIR;CHEMICAL;PD
PA267;ABCB1;GENE;PA450616;NEVIRAPINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA450620;NICARDIPINE;CHEMICAL;
PA267;ABCB1;GENE;PA450657;NORTRIPTYLINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA450688;OLANZAPINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA450704;OMEPRAZOLE;CHEMICAL;PD
PA267;ABCB1;GENE;PA450705;ONDANSETRON;CHEMICAL;PD
PA267;ABCB1;GENE;PA450721;OSELTAMIVIR;CHEMICAL;PD
PA267;ABCB1;GENE;PA450732;OXCARBAZEPINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA450741;OXYCODONE;CHEMICAL;PD
PA267;ABCB1;GENE;PA450761;PACLITAXEL;CHEMICAL;PD
PA267;ABCB1;GENE;PA450774;PANTOPRAZOLE;CHEMICAL;PD
PA267;ABCB1;GENE;PA450801;PAROXETINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA450911;PHENOBARBITAL;CHEMICAL;PD
PA267;ABCB1;GENE;PA450947;PHENYTOIN;CHEMICAL;PD
PA267;ABCB1;GENE;PA451089;PRAVASTATIN;CHEMICAL;PD
PA267;ABCB1;GENE;PA451096;PREDNISOLONE;CHEMICAL;PD
PA267;ABCB1;GENE;PA451100;PREDNISONE;CHEMICAL;PD
PA267;ABCB1;GENE;PA451123;PROGESTERONE;CHEMICAL;
PA267;ABCB1;GENE;PA451131;PROPAFENONE;CHEMICAL;
PA267;ABCB1;GENE;PA451141;PROPOFOL;CHEMICAL;PD
PA267;ABCB1;GENE;PA451145;PROPRANOLOL;CHEMICAL;
PA267;ABCB1;GENE;PA451209;QUINIDINE;CHEMICAL;
PA267;ABCB1;GENE;PA451213;QUININE;CHEMICAL;
PA267;ABCB1;GENE;PA451224;RANITIDINE;CHEMICAL;
PA267;ABCB1;GENE;PA451232;REMIFENTANIL;CHEMICAL;PD
PA267;ABCB1;GENE;PA451236;RESERPINE;CHEMICAL;
PA267;ABCB1;GENE;PA451250;RIFAMPIN;CHEMICAL;
PA267;ABCB1;GENE;PA451257;RISPERIDONE;CHEMICAL;PD
PA267;ABCB1;GENE;PA451260;RITONAVIR;CHEMICAL;
PA267;ABCB1;GENE;PA451261;RITUXIMAB;CHEMICAL;PD
PA267;ABCB1;GENE;PA451305;SAQUINAVIR;CHEMICAL;
PA267;ABCB1;GENE;PA451333;SERTRALINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA451341;SEVOFLURANE;CHEMICAL;PD
PA267;ABCB1;GENE;PA451363;SIMVASTATIN;CHEMICAL;PD
PA267;ABCB1;GENE;PA451365;SIROLIMUS;CHEMICAL;PD
PA267;ABCB1;GENE;PA451472;SPARFLOXACIN;CHEMICAL;
PA267;ABCB1;GENE;PA451483;SPIRONOLACTONE;CHEMICAL;
PA267;ABCB1;GENE;PA451527;SUFENTANIL;CHEMICAL;PD
PA267;ABCB1;GENE;PA451578;TACROLIMUS;CHEMICAL;PD
PA267;ABCB1;GENE;PA451581;TAMOXIFEN;CHEMICAL;PD
PA267;ABCB1;GENE;PA451609;TEMOZOLOMIDE;CHEMICAL;PD
PA267;ABCB1;GENE;PA451611;TENIPOSIDE;CHEMICAL;
PA267;ABCB1;GENE;PA451619;TERFENADINE;CHEMICAL;
PA267;ABCB1;GENE;PA451640;TETRACYCLINE;CHEMICAL;
PA267;ABCB1;GENE;PA451728;TOPIRAMATE;CHEMICAL;PD
PA267;ABCB1;GENE;PA451729;TOPOTECAN;CHEMICAL;
PA267;ABCB1;GENE;PA451735;TRAMADOL;CHEMICAL;PD
PA267;ABCB1;GENE;PA451846;VALPROIC ACID;CHEMICAL;PD
PA267;ABCB1;GENE;PA451866;VENLAFAXINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA451868;VERAPAMIL;CHEMICAL;
PA267;ABCB1;GENE;PA451877;VINBLASTINE;CHEMICAL;
PA267;ABCB1;GENE;PA451879;VINCRISTINE;CHEMICAL;PD
PA267;ABCB1;GENE;PA451892;CYANOCOBALAMIN;CHEMICAL;
PA267;ABCB1;GENE;PA451900;VITAMIN E;CHEMICAL;
PA267;ABCB1;GENE;PA451906;WARFARIN;CHEMICAL;PD
PA267;ABCB1;GENE;PA451954;ZIDOVUDINE;CHEMICAL;
PA267;ABCB1;GENE;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA267;ABCB1;GENE;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA267;ABCB1;GENE;PA452347;GLUCOCORTICOIDS;CHEMICAL;
PA267;ABCB1;GENE;PA452618;OPIOIDS;CHEMICAL;PD
PA267;ABCB1;GENE;PA452621;ANTINEOPLASTIC AGENTS;CHEMICAL;PD
PA267;ABCB1;GENE;PA7000;SORAFENIB;CHEMICAL;PD
PA171;GH1;GENE;PA164774876;MECASERMIN;CHEMICAL;
PA26512;NLRP3;GENE;PA10799;ANAKINRA;CHEMICAL;
PA31;ADD1;GENE;PA151249535;DIURETICS;CHEMICAL;PD
PA31;ADD1;GENE;PA448682;BUMETANIDE;CHEMICAL;PD
PA31;ADD1;GENE;PA449719;FUROSEMIDE;CHEMICAL;PD
PA31;ADD1;GENE;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA31;ADD1;GENE;PA451483;SPIRONOLACTONE;CHEMICAL;PD
PA31;ADD1;GENE;PA451733;TORASEMIDE;CHEMICAL;PD
PA27445;DNMT3A;GENE;PA451906;WARFARIN;CHEMICAL;PD
PA203;IRS1;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA203;IRS1;GENE;PA164712711;DRUGS USED IN DIABETES;CHEMICAL;PD
PA203;IRS1;GENE;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA203;IRS1;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA203;IRS1;GENE;PA449476;EPIRUBICIN;CHEMICAL;PD
PA34337;REV3L;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA34337;REV3L;GENE;PA448771;CAPECITABINE;CHEMICAL;PD
PA34337;REV3L;GENE;PA449014;CISPLATIN;CHEMICAL;PD
PA35020;SERPINA3;GENE;PA452621;ANTINEOPLASTIC AGENTS;CHEMICAL;PD
PA27119;CYP4B1;GENE;PA449383;DOCETAXEL;CHEMICAL;PD
PA27119;CYP4B1;GENE;PA451644;THALIDOMIDE;CHEMICAL;PD
PA248;NFKB1;GENE;PA449515;ETANERCEPT;CHEMICAL;
PA256;NPPA;GENE;PA448388;AMLODIPINE;CHEMICAL;PD
PA256;NPPA;GENE;PA448970;CHLORTHALIDONE;CHEMICAL;PD
PA192;HTR1A;GENE;PA162565877;AMISULPRIDE;CHEMICAL;PD
PA192;HTR1A;GENE;PA164713257;SELECTIVE SEROTONIN REUPTAKE INHIBITORS;CHEMICAL;PD
PA192;HTR1A;GENE;PA164752812;MILNACIPRAN;CHEMICAL;PD
PA192;HTR1A;GENE;PA166129557;LURASIDONE;CHEMICAL;PD
PA192;HTR1A;GENE;PA449061;CLOZAPINE;CHEMICAL;PD
PA192;HTR1A;GENE;PA449673;FLUOXETINE;CHEMICAL;PD
PA192;HTR1A;GENE;PA449690;FLUVOXAMINE;CHEMICAL;PD
PA192;HTR1A;GENE;PA450403;METHAMPHETAMINE;CHEMICAL;PD
PA192;HTR1A;GENE;PA450688;OLANZAPINE;CHEMICAL;PD
PA192;HTR1A;GENE;PA450801;PAROXETINE;CHEMICAL;PD
PA192;HTR1A;GENE;PA451201;QUETIAPINE;CHEMICAL;PD
PA192;HTR1A;GENE;PA451257;RISPERIDONE;CHEMICAL;PD
PA192;HTR1A;GENE;PA451333;SERTRALINE;CHEMICAL;PD
PA192;HTR1A;GENE;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA192;HTR1A;GENE;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA24842;AOX1;GENE;PA165958521;FEBUXOSTAT;CHEMICAL;PD
PA24842;AOX1;GENE;PA166114484;XK469;CHEMICAL;
PA24842;AOX1;GENE;PA448320;ALLOPURINOL;CHEMICAL;PD
PA24842;AOX1;GENE;PA448515;AZATHIOPRINE;CHEMICAL;PD
PA31408;MYO5B;GENE;PA166268803;MARALIXIBAT;CHEMICAL;
PA320;SLC12A1;GENE;PA10741;SULFONAMIDES, PLAIN;CHEMICAL;
PA164726680;TP53AIP1;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA164726680;TP53AIP1;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA164726680;TP53AIP1;GENE;PA449476;EPIRUBICIN;CHEMICAL;PD
PA134902492;PGLYRP4;GENE;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA28207;FOLR1;GENE;PA166293721;MIRVETUXIMAB SORAVTANSINE;CHEMICAL;
PA28207;FOLR1;GENE;PA450428;METHOTREXATE;CHEMICAL;
PA37178;UGT1A3;GENE;PA10251;ATAZANAVIR;CHEMICAL;PD
PA37178;UGT1A3;GENE;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;
PA37178;UGT1A3;GENE;PA164760843;DEFERASIROX;CHEMICAL;PD
PA37178;UGT1A3;GENE;PA165110775;SN-38;CHEMICAL;
PA37178;UGT1A3;GENE;PA165958521;FEBUXOSTAT;CHEMICAL;PD
PA37178;UGT1A3;GENE;PA448320;ALLOPURINOL;CHEMICAL;PD
PA37178;UGT1A3;GENE;PA448500;ATORVASTATIN;CHEMICAL;PD
PA37178;UGT1A3;GENE;PA449957;IBUPROFEN;CHEMICAL;
PA37178;UGT1A3;GENE;PA450428;METHOTREXATE;CHEMICAL;
PA37178;UGT1A3;GENE;PA450546;MONTELUKAST;CHEMICAL;
PA37178;UGT1A3;GENE;PA451257;RISPERIDONE;CHEMICAL;PD
PA37178;UGT1A3;GENE;PA451260;RITONAVIR;CHEMICAL;PD
PA37178;UGT1A3;GENE;PA451605;TELMISARTAN;CHEMICAL;
PA37178;UGT1A3;GENE;PA451846;VALPROIC ACID;CHEMICAL;
PA37178;UGT1A3;GENE;PA451899;VITAMIN D AND ANALOGUES;CHEMICAL;
PA79;BDKRB1;GENE;PA450877;PERINDOPRIL;CHEMICAL;PD
PA33751;PRKAG1;GENE;PA450395;METFORMIN;CHEMICAL;
PA28644;GDNF;GENE;PA450801;PAROXETINE;CHEMICAL;PD
PA191;SLC29A2;GENE;PA449748;GEMCITABINE;CHEMICAL;
PA36302;TACR1;GENE;PA452618;OPIOIDS;CHEMICAL;PD
PA363;UMPS;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA363;UMPS;GENE;PA448771;CAPECITABINE;CHEMICAL;PD
PA363;UMPS;GENE;PA452620;TEGAFUR;CHEMICAL;PD
PA33814;PRPF31;GENE;PA450395;METFORMIN;CHEMICAL;PD
PA38617;PCSK9;GENE;PA142650384;PITAVASTATIN;CHEMICAL;
PA38617;PCSK9;GENE;PA166114922;LOMITAPIDE;CHEMICAL;
PA38617;PCSK9;GENE;PA166268802;INCLISIRAN;CHEMICAL;
PA432;GGH;GENE;PA10810;PEMETREXED;CHEMICAL;PD
PA432;GGH;GENE;PA130232992;BEVACIZUMAB;CHEMICAL;PD
PA432;GGH;GENE;PA450428;METHOTREXATE;CHEMICAL;PD
PA432;GGH;GENE;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA162405069;SULT1C3;GENE;PA448765;CANDESARTAN;CHEMICAL;PD
PA182;GSTM1;GENE;PA10715;SULFAMETHOXAZOLE / TRIMETHOPRIM;CHEMICAL;PD
PA182;GSTM1;GENE;PA128406956;FLUOROURACIL;CHEMICAL;
PA182;GSTM1;GENE;PA130620651;ANTHRACYCLINES AND RELATED SUBSTANCES;CHEMICAL;
PA182;GSTM1;GENE;PA131285527;OXALIPLATIN;CHEMICAL;PD
PA182;GSTM1;GENE;PA150481189;TAXANES;CHEMICAL;
PA182;GSTM1;GENE;PA164712708;DRUGS FOR TREATMENT OF TUBERCULOSIS;CHEMICAL;PD
PA182;GSTM1;GENE;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA182;GSTM1;GENE;PA164784021;ETHAMBUTOL;CHEMICAL;PD
PA182;GSTM1;GENE;PA166122986;RADIOTHERAPY;CHEMICAL;
PA182;GSTM1;GENE;PA166314341;LAZERTINIB;CHEMICAL;
PA182;GSTM1;GENE;PA448515;AZATHIOPRINE;CHEMICAL;
PA182;GSTM1;GENE;PA448645;BLEOMYCIN;CHEMICAL;PD
PA182;GSTM1;GENE;PA448691;BUSULFAN;CHEMICAL;
PA182;GSTM1;GENE;PA448771;CAPECITABINE;CHEMICAL;
PA182;GSTM1;GENE;PA449014;CISPLATIN;CHEMICAL;PD
PA182;GSTM1;GENE;PA449061;CLOZAPINE;CHEMICAL;PD
PA182;GSTM1;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;
PA182;GSTM1;GENE;PA449197;DACARBAZINE;CHEMICAL;PD
PA182;GSTM1;GENE;PA449412;DOXORUBICIN;CHEMICAL;PD
PA182;GSTM1;GENE;PA450112;ISONIAZID;CHEMICAL;PD
PA182;GSTM1;GENE;PA450616;NEVIRAPINE;CHEMICAL;PD
PA182;GSTM1;GENE;PA450761;PACLITAXEL;CHEMICAL;
PA182;GSTM1;GENE;PA451182;PYRAZINAMIDE;CHEMICAL;PD
PA182;GSTM1;GENE;PA451250;RIFAMPIN;CHEMICAL;PD
PA182;GSTM1;GENE;PA451512;STREPTOMYCIN;CHEMICAL;PD
PA182;GSTM1;GENE;PA451877;VINBLASTINE;CHEMICAL;PD
PA29458;HRH3;GENE;PA166185163;PITOLISANT;CHEMICAL;
PA29458;HRH3;GENE;PA451257;RISPERIDONE;CHEMICAL;PD
PA28140;FHIT;GENE;PA450037;INTERFERON BETA-1A;CHEMICAL;PD
PA28140;FHIT;GENE;PA450039;INTERFERON BETA-1B;CHEMICAL;PD
PA28140;FHIT;GENE;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA29697;IGF1;GENE;PA164774876;MECASERMIN;CHEMICAL;
PA34896;RYR1;GENE;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;PD
PA34896;RYR1;GENE;PA164749136;DESFLURANE;CHEMICAL;PD
PA34896;RYR1;GENE;PA166122627;CHLOROCRESOL;CHEMICAL;
PA34896;RYR1;GENE;PA166131630;VOLATILE ANESTHETICS;CHEMICAL;PD
PA34896;RYR1;GENE;PA448710;CAFFEINE;CHEMICAL;
PA34896;RYR1;GENE;PA449208;DANTROLENE;CHEMICAL;
PA34896;RYR1;GENE;PA449461;ENFLURANE;CHEMICAL;PD
PA34896;RYR1;GENE;PA449841;HALOPERIDOL;CHEMICAL;
PA34896;RYR1;GENE;PA449845;HALOTHANE;CHEMICAL;PD
PA34896;RYR1;GENE;PA450106;ISOFLURANE;CHEMICAL;PD
PA34896;RYR1;GENE;PA450434;METHOXYFLURANE;CHEMICAL;PD
PA34896;RYR1;GENE;PA451341;SEVOFLURANE;CHEMICAL;PD
PA34896;RYR1;GENE;PA451522;SUCCINYLCHOLINE;CHEMICAL;PD
PA134864098;TSPAN5;GENE;PA10074;ESCITALOPRAM;CHEMICAL;
PA134864098;TSPAN5;GENE;PA449015;CITALOPRAM;CHEMICAL;
PA134936152;PLEKHJ1;GENE;PA448765;CANDESARTAN;CHEMICAL;PD
PA142671588;KLC3;GENE;PA131285527;OXALIPLATIN;CHEMICAL;PD
PA142671588;KLC3;GENE;PA150595617;PLATINUM;CHEMICAL;PD
PA142671588;KLC3;GENE;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA142671588;KLC3;GENE;PA449014;CISPLATIN;CHEMICAL;PD
PA142671588;KLC3;GENE;PA449748;GEMCITABINE;CHEMICAL;PD
PA27114;CYP3A;GENE;PA450401;METHADONE;CHEMICAL;
PA27114;CYP3A;GENE;PA452618;OPIOIDS;CHEMICAL;PD
PA194;HTR2C;GENE;PA10026;ARIPIPRAZOLE;CHEMICAL;
PA194;HTR2C;GENE;PA10066;DULOXETINE;CHEMICAL;
PA194;HTR2C;GENE;PA10074;ESCITALOPRAM;CHEMICAL;PD
PA194;HTR2C;GENE;PA164783479;DIVALPROEX SODIUM;CHEMICAL;
PA194;HTR2C;GENE;PA448385;AMITRIPTYLINE;CHEMICAL;
PA194;HTR2C;GENE;PA448687;BUPROPION;CHEMICAL;
PA194;HTR2C;GENE;PA448689;BUSPIRONE;CHEMICAL;
PA194;HTR2C;GENE;PA448785;CARBAMAZEPINE;CHEMICAL;
PA194;HTR2C;GENE;PA449015;CITALOPRAM;CHEMICAL;
PA194;HTR2C;GENE;PA449061;CLOZAPINE;CHEMICAL;PD
PA194;HTR2C;GENE;PA449283;DIAZEPAM;CHEMICAL;
PA194;HTR2C;GENE;PA449673;FLUOXETINE;CHEMICAL;
PA194;HTR2C;GENE;PA449841;HALOPERIDOL;CHEMICAL;
PA194;HTR2C;GENE;PA450164;LAMOTRIGINE;CHEMICAL;
PA194;HTR2C;GENE;PA450522;MIRTAZAPINE;CHEMICAL;
PA194;HTR2C;GENE;PA450530;MODAFINIL;CHEMICAL;
PA194;HTR2C;GENE;PA450657;NORTRIPTYLINE;CHEMICAL;
PA194;HTR2C;GENE;PA450688;OLANZAPINE;CHEMICAL;PD
PA194;HTR2C;GENE;PA450732;OXCARBAZEPINE;CHEMICAL;
PA194;HTR2C;GENE;PA450801;PAROXETINE;CHEMICAL;
PA194;HTR2C;GENE;PA450947;PHENYTOIN;CHEMICAL;
PA194;HTR2C;GENE;PA451201;QUETIAPINE;CHEMICAL;
PA194;HTR2C;GENE;PA451257;RISPERIDONE;CHEMICAL;PD
PA194;HTR2C;GENE;PA451333;SERTRALINE;CHEMICAL;
PA194;HTR2C;GENE;PA451744;TRAZODONE;CHEMICAL;
PA194;HTR2C;GENE;PA451846;VALPROIC ACID;CHEMICAL;
PA194;HTR2C;GENE;PA451866;VENLAFAXINE;CHEMICAL;
PA194;HTR2C;GENE;PA451974;ZIPRASIDONE;CHEMICAL;
PA194;HTR2C;GENE;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA25196;AXIN2;GENE;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA28057;FCER1G;GENE;PA448497;ASPIRIN;CHEMICAL;PD
PA24650;CRYBG2;GENE;PA452618;OPIOIDS;CHEMICAL;PD
PA134873245;FARP2;GENE;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA228;LEP;GENE;PA166235301;METRELEPTIN;CHEMICAL;
PA228;LEP;GENE;PA450688;OLANZAPINE;CHEMICAL;PD
PA228;LEP;GENE;PA451257;RISPERIDONE;CHEMICAL;PD
PA228;LEP;GENE;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA355;TPH1;GENE;PA10074;ESCITALOPRAM;CHEMICAL;PD
PA355;TPH1;GENE;PA164713257;SELECTIVE SEROTONIN REUPTAKE INHIBITORS;CHEMICAL;
PA355;TPH1;GENE;PA449015;CITALOPRAM;CHEMICAL;PD
PA355;TPH1;GENE;PA449673;FLUOXETINE;CHEMICAL;PD
PA355;TPH1;GENE;PA450243;LITHIUM;CHEMICAL;PD
PA355;TPH1;GENE;PA450801;PAROXETINE;CHEMICAL;PD
PA355;TPH1;GENE;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA128394577;IGF2BP2;GENE;PA451234;REPAGLINIDE;CHEMICAL;PD
PA340;SULT1E1;GENE;PA448015;ACETAMINOPHEN;CHEMICAL;
PA374;ABCB11;GENE;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;
PA374;ABCB11;GENE;PA152241907;LAPATINIB;CHEMICAL;
PA374;ABCB11;GENE;PA166268803;MARALIXIBAT;CHEMICAL;
PA374;ABCB11;GENE;PA166268805;ODEVIXIBAT;CHEMICAL;
PA34368;RGS17;GENE;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA32818;ORM2;GENE;PA449383;DOCETAXEL;CHEMICAL;
PA134897613;ENOSF1;GENE;PA448771;CAPECITABINE;CHEMICAL;PD
PA134897613;ENOSF1;GENE;PA450428;METHOTREXATE;CHEMICAL;PD
PA395;ABCC5;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA395;ABCC5;GENE;PA131285527;OXALIPLATIN;CHEMICAL;
PA395;ABCC5;GENE;PA450085;IRINOTECAN;CHEMICAL;PD
PA395;ABCC5;GENE;PA450198;LEUCOVORIN;CHEMICAL;PD
PA395;ABCC5;GENE;PA451954;ZIDOVUDINE;CHEMICAL;
PA31272;MTR;GENE;PA164777036;HYDROXYCHLOROQUINE;CHEMICAL;PD
