Chemical_ID;Chemical;Entity1_type;Gene_ID;Gene;Entity2_type;LADME
PA449515;ETANERCEPT;CHEMICAL;PA34011;PTPRC;GENE;PD
PA449515;ETANERCEPT;CHEMICAL;PA35072;HLA-DRB1;GENE;
PA449515;ETANERCEPT;CHEMICAL;PA35081;HLA-E;GENE;PD
PA449515;ETANERCEPT;CHEMICAL;PA36185;STAT4;GENE;PD
PA449515;ETANERCEPT;CHEMICAL;PA36609;TNFRSF1A;GENE;PD
PA449515;ETANERCEPT;CHEMICAL;PA36610;TNFRSF1B;GENE;PD
PA449515;ETANERCEPT;CHEMICAL;PA36708;TRAF1;GENE;PD
PA449515;ETANERCEPT;CHEMICAL;PA435;TNF;GENE;PD
PA162363968;LENALIDOMIDE;CHEMICAL;PA267;ABCB1;GENE;PD
PA162363968;LENALIDOMIDE;CHEMICAL;PA27013;CTNNB1;GENE;PD
PA162363968;LENALIDOMIDE;CHEMICAL;PA28115;FGF2;GENE;PD
PA166235341;SETMELANOTIDE;CHEMICAL;PA229;LEPR;GENE;
PA166235341;SETMELANOTIDE;CHEMICAL;PA33089;PCSK1;GENE;
PA166235341;SETMELANOTIDE;CHEMICAL;PA33526;POMC;GENE;
PA166256441;RILONACEPT;CHEMICAL;PA35072;HLA-DRB1;GENE;
PA449845;HALOTHANE;CHEMICAL;PA34896;RYR1;GENE;PD
PA449845;HALOTHANE;CHEMICAL;PA85;CACNA1S;GENE;PD
PA166278021;MITAPIVAT;CHEMICAL;PA33352;PKLR;GENE;
PA448388;AMLODIPINE;CHEMICAL;PA130;CYP3A4;GENE;PD
PA448388;AMLODIPINE;CHEMICAL;PA131;CYP3A5;GENE;
PA448388;AMLODIPINE;CHEMICAL;PA139;ACE;GENE;PD
PA448388;AMLODIPINE;CHEMICAL;PA256;NPPA;GENE;PD
PA448388;AMLODIPINE;CHEMICAL;PA42;AGT;GENE;PD
PA448004;ABACAVIR;CHEMICAL;PA24570;ADH1A;GENE;
PA448004;ABACAVIR;CHEMICAL;PA24571;ADH1B;GENE;
PA448004;ABACAVIR;CHEMICAL;PA24572;ADH1C;GENE;
PA448004;ABACAVIR;CHEMICAL;PA24579;ADK;GENE;
PA448004;ABACAVIR;CHEMICAL;PA30474;LTA;GENE;PD
PA448004;ABACAVIR;CHEMICAL;PA30475;LTB;GENE;PD
PA448004;ABACAVIR;CHEMICAL;PA35056;HLA-B;GENE;PD
PA448004;ABACAVIR;CHEMICAL;PA35068;HLA-DQB1;GENE;
PA448004;ABACAVIR;CHEMICAL;PA35072;HLA-DRB1;GENE;
PA448004;ABACAVIR;CHEMICAL;PA37856;LST1;GENE;PD
PA450654;NORFLOXACIN;CHEMICAL;PA28469;G6PD;GENE;
PA166198581;ACALABRUTINIB;CHEMICAL;PA130;CYP3A4;GENE;
PA166213482;RALOXIFENE 6-GLUCURONIDE;CHEMICAL;PA420;UGT1A1;GENE;
PA449493;ERYTHROMYCIN;CHEMICAL;PA116;ABCC2;GENE;
PA449493;ERYTHROMYCIN;CHEMICAL;PA130;CYP3A4;GENE;
PA449493;ERYTHROMYCIN;CHEMICAL;PA131;CYP3A5;GENE;
PA449493;ERYTHROMYCIN;CHEMICAL;PA212;KCNH2;GENE;
PA449493;ERYTHROMYCIN;CHEMICAL;PA267;ABCB1;GENE;
PA449493;ERYTHROMYCIN;CHEMICAL;PA378;NR1I2;GENE;
PA164746820;FOSPHENYTOIN;CHEMICAL;PA126;CYP2C9;GENE;
PA164746820;FOSPHENYTOIN;CHEMICAL;PA35056;HLA-B;GENE;
PA450873;PERGOLIDE;CHEMICAL;PA27478;DRD2;GENE;
PA166129522;NIVOLUMAB;CHEMICAL;PA134915280;CD274;GENE;
PA166129522;NIVOLUMAB;CHEMICAL;PA24719;ALK;GENE;
PA166129522;NIVOLUMAB;CHEMICAL;PA25408;BRAF;GENE;
PA166129522;NIVOLUMAB;CHEMICAL;PA27844;ERBB2;GENE;
PA166129522;NIVOLUMAB;CHEMICAL;PA7360;EGFR;GENE;
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA134871999;CDKAL1;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA134886513;MOB3B;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA134902492;PGLYRP4;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA134908144;C9ORF72;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA134911396;FBXL19;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA134924906;LY96;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA134925480;CERS6;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA134935109;IL23R;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA134964409;GBP6;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA162382618;CNPY4;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA164715938;ARAP2;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA165394953;ZNF816;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA198;IL6;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA26188;CD14;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA26971;CSRP3;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA26978;CST5;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA27006;CTLA4;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA27009;CTNNA2;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA29674;IFNG;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA29785;IL12B;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA29794;IL17A;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA29801;IL17RA;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA29808;IL1B;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA29816;IL1RN;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA30166;KLRC4;GENE;
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA30535;MAFB;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA30592;MAP3K1;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA30811;MICA;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA33529;PON1;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA34011;PTPRC;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA35057;HLA-C;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA35066;HLA-DQA1;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA35733;SH3BP2;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA36550;TLR2;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA36552;TLR4;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA36593;TNFAIP3;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA36597;TNFRSF10A;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA36609;TNFRSF1A;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA36610;TNFRSF1B;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA36708;TRAF1;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA37815;SLCO1C1;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA37991;SLC12A8;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA38010;TLR9;GENE;PD
PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PA435;TNF;GENE;PD
PA166204001;ZANUBRUTINIB;CHEMICAL;PA31361;MYD88;GENE;
PA166204001;ZANUBRUTINIB;CHEMICAL;PA36679;TP53;GENE;
PA451835;UROFOLLITROPIN;CHEMICAL;PA28386;FSHR;GENE;PD
PA164712516;ASCORBIC ACID (VITAMIN C), PLAIN;CHEMICAL;PA28469;G6PD;GENE;
PA166328842;FRUQUINTINIB;CHEMICAL;PA30196;KRAS;GENE;
PA164752812;MILNACIPRAN;CHEMICAL;PA162395090;MDGA2;GENE;PD
PA164752812;MILNACIPRAN;CHEMICAL;PA192;HTR1A;GENE;PD
PA164752812;MILNACIPRAN;CHEMICAL;PA193;HTR2A;GENE;
PA164752812;MILNACIPRAN;CHEMICAL;PA312;SLC6A4;GENE;
PA164752812;MILNACIPRAN;CHEMICAL;PA35;ADRA2A;GENE;PD
PA451101;PRILOCAINE;CHEMICAL;PA28469;G6PD;GENE;
PA166123389;FAMPRIDINE;CHEMICAL;PA331;SLC22A2;GENE;
PA450519;MINOCYCLINE;CHEMICAL;PA35056;HLA-B;GENE;PD
PA450519;MINOCYCLINE;CHEMICAL;PA378;NR1I2;GENE;
PA451221;RALOXIFENE;CHEMICAL;PA134903681;ZNF423;GENE;PD
PA451221;RALOXIFENE;CHEMICAL;PA156;ESR1;GENE;PD
PA451221;RALOXIFENE;CHEMICAL;PA27886;ESR2;GENE;
PA451221;RALOXIFENE;CHEMICAL;PA37183;UGT1A8;GENE;PD
PA451221;RALOXIFENE;CHEMICAL;PA420;UGT1A1;GENE;PD
PA165110775;SN-38;CHEMICAL;PA107;CES1;GENE;
PA165110775;SN-38;CHEMICAL;PA116;ABCC2;GENE;
PA165110775;SN-38;CHEMICAL;PA134865839;SLCO1B1;GENE;PD
PA165110775;SN-38;CHEMICAL;PA244;ABCC1;GENE;
PA165110775;SN-38;CHEMICAL;PA25294;BCHE;GENE;
PA165110775;SN-38;CHEMICAL;PA267;ABCB1;GENE;
PA165110775;SN-38;CHEMICAL;PA353;TOP1;GENE;
PA165110775;SN-38;CHEMICAL;PA37174;UGT1A10;GENE;
PA165110775;SN-38;CHEMICAL;PA37178;UGT1A3;GENE;
PA165110775;SN-38;CHEMICAL;PA37179;UGT1A4;GENE;
PA165110775;SN-38;CHEMICAL;PA37181;UGT1A6;GENE;
PA165110775;SN-38;CHEMICAL;PA37183;UGT1A8;GENE;
PA165110775;SN-38;CHEMICAL;PA377;CES2;GENE;
PA165110775;SN-38;CHEMICAL;PA390;ABCG2;GENE;
PA165110775;SN-38;CHEMICAL;PA419;UGT1A9;GENE;
PA165110775;SN-38;CHEMICAL;PA420;UGT1A1;GENE;
PA151958574;POSACONAZOLE;CHEMICAL;PA130;CYP3A4;GENE;
PA450882;PERPHENAZINE;CHEMICAL;PA128;CYP2D6;GENE;
PA450882;PERPHENAZINE;CHEMICAL;PA34323;RELN;GENE;
PA450882;PERPHENAZINE;CHEMICAL;PA34375;RGS4;GENE;PD
PA451744;TRAZODONE;CHEMICAL;PA123;CYP2B6;GENE;
PA451744;TRAZODONE;CHEMICAL;PA124;CYP2C19;GENE;
PA451744;TRAZODONE;CHEMICAL;PA126;CYP2C9;GENE;
PA451744;TRAZODONE;CHEMICAL;PA128;CYP2D6;GENE;
PA451744;TRAZODONE;CHEMICAL;PA130;CYP3A4;GENE;
PA451744;TRAZODONE;CHEMICAL;PA131;CYP3A5;GENE;
PA451744;TRAZODONE;CHEMICAL;PA193;HTR2A;GENE;
PA451744;TRAZODONE;CHEMICAL;PA194;HTR2C;GENE;
PA451744;TRAZODONE;CHEMICAL;PA27093;CYP1A2;GENE;
PA451744;TRAZODONE;CHEMICAL;PA27478;DRD2;GENE;
PA451744;TRAZODONE;CHEMICAL;PA312;SLC6A4;GENE;
PA451744;TRAZODONE;CHEMICAL;PA33500;POLG;GENE;
PA451744;TRAZODONE;CHEMICAL;PA35055;HLA-A;GENE;
PA451744;TRAZODONE;CHEMICAL;PA35056;HLA-B;GENE;
PA451744;TRAZODONE;CHEMICAL;PA37179;UGT1A4;GENE;
PA165107055;CERTOLIZUMAB PEGOL;CHEMICAL;PA25128;ATP5F1E;GENE;PD
PA165107055;CERTOLIZUMAB PEGOL;CHEMICAL;PA30163;KLRC1;GENE;PD
PA165107055;CERTOLIZUMAB PEGOL;CHEMICAL;PA30167;KLRD1;GENE;PD
PA165107055;CERTOLIZUMAB PEGOL;CHEMICAL;PA35081;HLA-E;GENE;PD
PA450423;METHIONINE;CHEMICAL;PA26123;CBS;GENE;
PA450423;METHIONINE;CHEMICAL;PA26840;CPS1;GENE;
PA450423;METHIONINE;CHEMICAL;PA28393;ALDH1L1;GENE;
PA450423;METHIONINE;CHEMICAL;PA28794;GNMT;GENE;
PA450423;METHIONINE;CHEMICAL;PA33928;PSPH;GENE;
PA449208;DANTROLENE;CHEMICAL;PA34896;RYR1;GENE;
PA166171182;VOXILAPREVIR;CHEMICAL;PA134952671;IFNL3;GENE;PD
PA166171182;VOXILAPREVIR;CHEMICAL;PA166049147;IFNL4;GENE;PD
PA164769056;TIOTROPIUM;CHEMICAL;PA128;CYP2D6;GENE;
PA164769056;TIOTROPIUM;CHEMICAL;PA39;ADRB2;GENE;PD
PA166114922;LOMITAPIDE;CHEMICAL;PA227;LDLR;GENE;
PA166114922;LOMITAPIDE;CHEMICAL;PA38617;PCSK9;GENE;
PA166114922;LOMITAPIDE;CHEMICAL;PA50;APOB;GENE;
PA164924560;BIRICODAR;CHEMICAL;PA267;ABCB1;GENE;
PA450384;MESALAZINE;CHEMICAL;PA17;NAT1;GENE;
PA450384;MESALAZINE;CHEMICAL;PA28469;G6PD;GENE;
PA166160006;LESINURAD;CHEMICAL;PA126;CYP2C9;GENE;
PA166321301;AMIVANTAMAB;CHEMICAL;PA7360;EGFR;GENE;
PA166184059;CARBASALATE CALCIUM;CHEMICAL;PA28469;G6PD;GENE;
PA166328841;ETRASIMOD;CHEMICAL;PA126;CYP2C9;GENE;
PA166246441;SOTORASIB;CHEMICAL;PA30196;KRAS;GENE;
PA450132;ITRACONAZOLE;CHEMICAL;PA130;CYP3A4;GENE;
PA450132;ITRACONAZOLE;CHEMICAL;PA131;CYP3A5;GENE;
PA450132;ITRACONAZOLE;CHEMICAL;PA267;ABCB1;GENE;
PA448890;CEFRADINE;CHEMICAL;PA378;NR1I2;GENE;
PA448871;CELECOXIB;CHEMICAL;PA104;CDKN1A;GENE;
PA448871;CELECOXIB;CHEMICAL;PA105;CDKN1B;GENE;
PA448871;CELECOXIB;CHEMICAL;PA124;CYP2C19;GENE;
PA448871;CELECOXIB;CHEMICAL;PA126;CYP2C9;GENE;PD
PA448871;CELECOXIB;CHEMICAL;PA128;CYP2D6;GENE;
PA448871;CELECOXIB;CHEMICAL;PA130;CYP3A4;GENE;
PA448871;CELECOXIB;CHEMICAL;PA130546913;CACNA2D4;GENE;
PA448871;CELECOXIB;CHEMICAL;PA131;CYP3A5;GENE;
PA448871;CELECOXIB;CHEMICAL;PA134935109;IL23R;GENE;PD
PA448871;CELECOXIB;CHEMICAL;PA223;KCNQ1;GENE;
PA448871;CELECOXIB;CHEMICAL;PA25105;ATP2A1;GENE;
PA448871;CELECOXIB;CHEMICAL;PA25106;ATP2A3;GENE;
PA448871;CELECOXIB;CHEMICAL;PA25281;BCAR1;GENE;
PA448871;CELECOXIB;CHEMICAL;PA25987;CA12;GENE;
PA448871;CELECOXIB;CHEMICAL;PA25998;CA9;GENE;
PA448871;CELECOXIB;CHEMICAL;PA26007;CACNA1A;GENE;
PA448871;CELECOXIB;CHEMICAL;PA26008;CACNA1B;GENE;
PA448871;CELECOXIB;CHEMICAL;PA26009;CACNA1E;GENE;
PA448871;CELECOXIB;CHEMICAL;PA26010;CACNA1F;GENE;
PA448871;CELECOXIB;CHEMICAL;PA26011;CACNA1I;GENE;
PA448871;CELECOXIB;CHEMICAL;PA26012;CACNA2D2;GENE;
PA448871;CELECOXIB;CHEMICAL;PA26013;CACNA2D3;GENE;
PA448871;CELECOXIB;CHEMICAL;PA26014;CACNB4;GENE;
PA448871;CELECOXIB;CHEMICAL;PA26087;CASP3;GENE;
PA448871;CELECOXIB;CHEMICAL;PA26094;CASP9;GENE;
PA448871;CELECOXIB;CHEMICAL;PA27013;CTNNB1;GENE;
PA448871;CELECOXIB;CHEMICAL;PA27193;DDIT3;GENE;
PA448871;CELECOXIB;CHEMICAL;PA281;PPARG;GENE;
PA448871;CELECOXIB;CHEMICAL;PA289;PTGER4;GENE;PD
PA448871;CELECOXIB;CHEMICAL;PA293;PTGS2;GENE;
PA448871;CELECOXIB;CHEMICAL;PA29705;IGFBP3;GENE;
PA448871;CELECOXIB;CHEMICAL;PA30074;KCNQ2;GENE;
PA448871;CELECOXIB;CHEMICAL;PA30075;KCNQ3;GENE;
PA448871;CELECOXIB;CHEMICAL;PA30076;KCNQ4;GENE;
PA448871;CELECOXIB;CHEMICAL;PA30077;KCNQ5;GENE;
PA448871;CELECOXIB;CHEMICAL;PA30889;MMP9;GENE;
PA448871;CELECOXIB;CHEMICAL;PA33154;PDK1;GENE;
PA448871;CELECOXIB;CHEMICAL;PA33948;PTGES;GENE;PD
PA448871;CELECOXIB;CHEMICAL;PA37302;VEGFA;GENE;
PA448871;CELECOXIB;CHEMICAL;PA380;CACNA1H;GENE;
PA448871;CELECOXIB;CHEMICAL;PA381;CACNA1G;GENE;
PA448871;CELECOXIB;CHEMICAL;PA45;ALOX12;GENE;PD
PA448871;CELECOXIB;CHEMICAL;PA71;ATP2A2;GENE;
PA448871;CELECOXIB;CHEMICAL;PA83;CACNA1C;GENE;
PA448871;CELECOXIB;CHEMICAL;PA84;CACNA1D;GENE;
PA448871;CELECOXIB;CHEMICAL;PA85;CACNA1S;GENE;
PA448871;CELECOXIB;CHEMICAL;PA86;CACNA2D1;GENE;
PA448871;CELECOXIB;CHEMICAL;PA87;CACNB1;GENE;
PA448871;CELECOXIB;CHEMICAL;PA88;CACNB2;GENE;
PA448871;CELECOXIB;CHEMICAL;PA89;CACNB3;GENE;
PA166268921;ROPEGINTERFERON ALFA-2B;CHEMICAL;PA29989;JAK2;GENE;
PA165110778;TIPIFARNIB;CHEMICAL;PA267;ABCB1;GENE;
PA165110439;IXABEPILONE;CHEMICAL;PA156;ESR1;GENE;
PA165110439;IXABEPILONE;CHEMICAL;PA266;PGR;GENE;
PA165110439;IXABEPILONE;CHEMICAL;PA27844;ERBB2;GENE;
PA165110439;IXABEPILONE;CHEMICAL;PA27886;ESR2;GENE;
PA166176027;FLUOXETINE / OLANZAPINE;CHEMICAL;PA128;CYP2D6;GENE;
PA146096020;NITRENDIPINE;CHEMICAL;PA212;KCNH2;GENE;PD
PA146096020;NITRENDIPINE;CHEMICAL;PA267;ABCB1;GENE;
PA146096020;NITRENDIPINE;CHEMICAL;PA43;AGTR1;GENE;PD
PA164748364;TOSITUMOMAB;CHEMICAL;PA31111;MS4A1;GENE;
PA165290928;DROSPIRENONE / ETHINYL ESTRADIOL;CHEMICAL;PA124;CYP2C19;GENE;
PA165290928;DROSPIRENONE / ETHINYL ESTRADIOL;CHEMICAL;PA159;F5;GENE;
PA165290928;DROSPIRENONE / ETHINYL ESTRADIOL;CHEMICAL;PA33799;PROC;GENE;
PA165290928;DROSPIRENONE / ETHINYL ESTRADIOL;CHEMICAL;PA33809;PROS1;GENE;
PA165290928;DROSPIRENONE / ETHINYL ESTRADIOL;CHEMICAL;PA35026;SERPINC1;GENE;
PA166184558;RAMUCIRUMAB;CHEMICAL;PA24719;ALK;GENE;
PA166184558;RAMUCIRUMAB;CHEMICAL;PA30196;KRAS;GENE;
PA166184558;RAMUCIRUMAB;CHEMICAL;PA7360;EGFR;GENE;
PA166197241;UMIFENOVIR;CHEMICAL;PA130;CYP3A4;GENE;
PA165958358;CANAKINUMAB;CHEMICAL;PA35072;HLA-DRB1;GENE;
PA166182735;LIDOCAINE AND TETRACAINE;CHEMICAL;PA27331;CYB5R3;GENE;
PA166182735;LIDOCAINE AND TETRACAINE;CHEMICAL;PA28469;G6PD;GENE;
PA166114961;DOLUTEGRAVIR;CHEMICAL;PA130;CYP3A4;GENE;
PA166114961;DOLUTEGRAVIR;CHEMICAL;PA131;CYP3A5;GENE;
PA166114961;DOLUTEGRAVIR;CHEMICAL;PA378;NR1I2;GENE;PD
PA166114961;DOLUTEGRAVIR;CHEMICAL;PA390;ABCG2;GENE;
PA166114961;DOLUTEGRAVIR;CHEMICAL;PA420;UGT1A1;GENE;
PA448591;BENZTROPINE;CHEMICAL;PA117;COMT;GENE;
PA451799;TROGLITAZONE;CHEMICAL;PA124;CYP2C19;GENE;
PA451799;TROGLITAZONE;CHEMICAL;PA134865839;SLCO1B1;GENE;
PA451799;TROGLITAZONE;CHEMICAL;PA183;GSTT1;GENE;
PA451799;TROGLITAZONE;CHEMICAL;PA378;NR1I2;GENE;
PA164746058;ALBENDAZOLE;CHEMICAL;PA27093;CYP1A2;GENE;
PA164746058;ALBENDAZOLE;CHEMICAL;PA27112;CYP2J2;GENE;
PA164747170;FULVESTRANT;CHEMICAL;PA156;ESR1;GENE;
PA164747170;FULVESTRANT;CHEMICAL;PA266;PGR;GENE;
PA164747170;FULVESTRANT;CHEMICAL;PA27844;ERBB2;GENE;
PA164747170;FULVESTRANT;CHEMICAL;PA27886;ESR2;GENE;
PA165958354;TELAPREVIR;CHEMICAL;PA134952671;IFNL3;GENE;PD
PA165958354;TELAPREVIR;CHEMICAL;PA166049147;IFNL4;GENE;PD
PA165958354;TELAPREVIR;CHEMICAL;PA27097;CYP24A1;GENE;
PA450600;NATEGLINIDE;CHEMICAL;PA126;CYP2C9;GENE;
PA450600;NATEGLINIDE;CHEMICAL;PA130;CYP3A4;GENE;
PA450600;NATEGLINIDE;CHEMICAL;PA134865839;SLCO1B1;GENE;
PA166176885;DIHYDROCODEINE;CHEMICAL;PA128;CYP2D6;GENE;
PA164712781;HMG COA REDUCTASE INHIBITORS, OTHER COMBINATIONS;CHEMICAL;PA164719488;EYS;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA116;ABCC2;GENE;
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA118;SLC31A1;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA134935778;MALAT1;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA134992016;CXXC4;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA142671588;KLC3;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA142672156;POLR1G;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA155;ERCC1;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA162391575;HOTAIR;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA162405909;TMEM167A;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA164715842;APLF;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA182;GSTM1;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA183;GSTT1;GENE;
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA245;MTHFR;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA25196;AXIN2;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA254;NOS3;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA26091;CASP7;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA267;ABCB1;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA27433;DYNC2H1;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA27699;EIF3A;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA27848;ERCC2;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA27849;ERCC3;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA27850;ERCC4;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA29028;GSTP1;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA29091;H19;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA29504;HSPA5;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA29793;IL16;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA298;RRM1;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA29808;IL1B;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA30718;MDM2;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA30737;MEG3;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA31744;NQO1;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA327;SLC19A1;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA331;SLC22A2;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA34195;PPP1R13L;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA36679;TP53;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA368;XPA;GENE;PD
PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PA369;XRCC1;GENE;PD
